Locus tag,Protein ID,Gene,Protein name
PMM1592,CAE20051.1,pebB,phycoerythrobilin:ferredoxin oxidoreductase
PMM1593,CAE20052.1,pebA,phycoerythrobilin:ferredoxin oxidoreductase
PMM1594,CAE20053.1,ho1,Heme oxygenase
PMM1595,CAE20054.1,None,conserved hypothetical protein
PMM1596,CAE20055.1,icd,Isocitrate dehydrogenase
PMM1598,CAE20057.1,None,conserved hypothetical protein
PMM1599,CAE20058.1,None,conserved hypothetical protein
PMM1600,CAE20059.1,None,"putative Na+/H+ antiporter, CPA2 family"
PMM1601,CAE20060.1,None,phosphorylase
PMM1602,CAE20061.1,None,conserved hypothetical protein
PMM1603,CAE20062.1,rnc,putative ribonuclease III
PMM1604,CAE20063.1,None,conserved hypothetical protein
PMM1605,CAE20064.1,rimM,possible 16S rRNA processing protein RimM
PMM1606,CAE20065.1,glmS,Glutamine--fructose-6-phosphate transaminase (isomerizing)
PMM1607,CAE20066.1,psaC,Photosystem I subunit PsaC
PMM1608,CAE20067.1,"acpP,acp",acyl carrier protein (ACP)
PMM1609,CAE20068.1,fabF,3-oxoacyl-[acyl-carrier-protein
PMM1610,CAE20069.1,"tktA, cbbT",Transketolase
PMM1611,CAE20070.1,thiC,ThiC family
PMM1613,CAE20072.1,None,Zinc metallopeptidase M20/M25/M40 family
PMM1614,CAE20073.1,None,conserved hypothetical protein
PMM1615,CAE20074.1,ruvB,Holliday junction DNA helicase RuvB
PMM1616,CAE20075.1,smpB,tmRNA binding protein SmpB
PMM1617,CAE20076.1,None,conserved hypothetical protein
PMM1618,CAE20077.1,lysS,Lysyl-tRNA synthetase
PMM1619,CAE20078.1,None,two-component response regulator
PMM1620,CAE20079.1,None,conserved hypothetical protein
PMM1621,CAE20080.1,mreC,putative rod shape-determining protein
PMM1622,CAE20081.1,mreB,Rod shape determining protein
PMM1623,CAE20082.1,ssb,single-stranded DNA-binding protein
PMM1624,CAE20083.1,None,DedA family; putative alkaline phosphatase-like protein
PMM1625,CAE20084.1,"ahcY, sahH",putative adenosylhomocysteinase
PMM1626,CAE20085.1,None,conserved hypothetical protein
PMM1627,CAE20086.1,None,Putative carbohydrate kinase
PMM1628,CAE20087.1,None,possible alpha/beta hydrolase superfamily
PMM1629,CAE20088.1,None,"Type II alternative RNA polymerase sigma factor, sigma-70 family"
PMM1630,CAE20089.1,None,"MgtE family, putative magnesium transport protein"
PMM1632,CAE20091.1,None,conserved hypothetical protein
PMM1634,CAE20093.1,gyrB,"DNA gyrase, subunit B"
PMM1635,CAE20094.1,"miaA,trpX",tRNA delta-2-isopentenylpyrophosphate (IPP) transferase
PMM1636,CAE20095.1,infC,Translation Initiation factor 3
PMM1637,CAE20096.1,None,possible transcriptional regulator
PMM1638,CAE20097.1,cysE,Serine acetyltransferase
PMM1639,CAE20098.1,secA,Preprotein translocase SecA subunit
PMM1640,CAE20099.1,None,"putative acetyltransferase, GNAT family"
PMM1642,CAE20101.1,None,possible transcription regulator
PMM1643,CAE20102.1,ribH,"Putative 6,7-dimethyl-8-ribityllumazine synthase or riboflavin synthase beta chain"
PMM1645,CAE20104.1,"mutS,fdv",putative DNA mismatch repair protein
PMM1646,CAE20105.1,cobH,putative Precorrin-8X methylmutase CobH
PMM1647,CAE20106.1,None,conserved hypothetical protein
PMM1648,CAE20107.1,lysC,Aspartate kinase
PMM1649,CAE20108.1,uvrB,Excinuclease ABC subunit B (UvrB)
PMM1650,CAE20109.1,None,conserved hypothetical protein
PMM1651,CAE20110.1,None,conserved hypothetical protein
PMM1652,CAE20111.1,None,conserved hypothetical protein
PMM1653,CAE20112.1,dapA,Dihydrodipicolinate synthetase
PMM1654,CAE20113.1,asd,aspartate Semialdehyde dehydrogenase
PMM1655,CAE20114.1,None,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)
PMM1656,CAE20115.1,clpP2,Clp protease proteolytic subunit
PMM1657,CAE20116.1,clpX,"Clp protease ATP-binding subunit, ClpX"
PMM1658,CAE20117.1,dnaX,"DNA polymerase, gamma and tau subunits"
PMM1659,CAE20118.1,None,"Glycosyl transferase, family 2"
PMM1660,CAE20119.1,None,possible amidase enhancer
PMM1661,CAE20120.1,"rpl35, rpmI",50S ribosomal protein L35
PMM1662,CAE20121.1,"rpl20, rplT",50S ribosomal protein L20
PMM1663,CAE20122.1,None,putative photosystem I assembly related protein Ycf37
PMM1664,CAE20123.1,thiG,thiamin biosynthesis protein
PMM1665,CAE20124.1,sqdB,sulfolipid (UDP-sulfoquinovose) biosynthesis protein
PMM1666,CAE20125.1,sqdX,SqdX
PMM1667,CAE20126.1,None,conserved hypothetical protein
PMM1668,CAE20127.1,gcvP,Glycine cleavage system P-protein
PMM1669,CAE20128.1,"gcsH, gcvH",putative Glycine cleavage H-protein
PMM1670,CAE20129.1,None,conserved hypothetical protein
PMM1672,CAE20131.1,des9,"Fatty acid desaturase, type 1"
PMM1673,CAE20132.1,"rpl9, rplI",50S ribosomal protein L9
PMM1674,CAE20133.1,dnaB,DnaB replicative helicase
PMM1675,CAE20134.1,None,Glucose inhibited division protein A
PMM1676,CAE20135.1,None,conserved hypothetical protein
PMM2019,CAP16524.1,None,Conserved hypothetical protein
PMM1677,CAE20136.1,None,conserved hypothetical protein
PMM1678,CAE20137.1,None,conserved hypothetical protein
PMM1681,CAE20140.1,None,conserved hypothetical protein
PMM1682,CAE20141.1,valS,Valyl-tRNA synthetase
PMM1683,CAE20142.1,None,conserved hypothetical
PMM1684,CAE20143.1,None,MazG family protein
PMM1685,CAE20144.1,speE,putative spermidine synthase
PMM1686,CAE20145.1,None,Arginase family
PMM1687,CAE20146.1,gcvT,putative Glycine cleavage T-protein (aminomethyl transferase)
PMM1688,CAE20147.1,aspS,Aspartyl-tRNA synthetase
PMM1689,CAE20148.1,pyrG,Glutamine amidotransferase class-I:CTP synthase
PMM1690,CAE20149.1,None,possible organic radical activating enzyme
PMM1691,CAE20150.1,None,hypothetical ATPase
PMM1692,CAE20151.1,None,possible p-aminobenzoate synthetase
PMM1693,CAE20152.1,None,Aminotransferases class-IV
PMM1694,CAE20153.1,cobA,putative uroporphyrin-III C-methyltransferase
PMM1695,CAE20154.1,None,"multidrug efflux transporter, MFS family"
PMM1696,CAE20155.1,ppk,putative Polyphosphate kinase
PMM1697,CAE20156.1,None,"Type II alternative RNA polymerase sigma factor, sigma-70 family"
PMM1698,CAE20157.1,None,conserved hypothetical protein
PMM1699,CAE20158.1,aroF,DAHP synthetase class I
PMM1700,CAE20159.1,acnB,Aconitate hydratase B
PMM1701,CAE20160.1,None,putative chloride channel
PMM1702,CAE20161.1,purU,formyltetrahydrofolate deformylase
PMM1703,CAE20162.1,None,NAD binding site:D-amino acid oxidase
PMM1704,CAE20163.1,dnaK2,"Molecular chaperone DnaK2, heat shock protein hsp70-2"
PMM1705,CAE20164.1,aroE,Shikimate / quinate 5-dehydrogenase
PMM1706,CAE20165.1,"rps6, rpsF",30S ribosomal protein S6
PMM1707,CAE20166.1,argG,Argininosuccinate synthase
PMM1708,CAE20167.1,None,conserved hypothetical protein
PMM1709,CAE20168.1,mraY,Putative phospho-N-acetylmuramoyl-pentapeptide-transferase
PMM1710,CAE20169.1,None,conserved hypothetical
PMM1711,CAE20170.1,sps,Sucrose phosphate synthase
PMM1712,CAE20171.1,uvrA,"Excinuclease ABC, A subunit, ATP/GTP-binding site motif A (P-loop):ABC transporter"
PMM1713,CAE20172.1,recN,"DNA REPAIR PROTEIN RECN, ABC transporter"
PMM1714,CAE20173.1,None,possible protein kinase:ABC1 family
PMM1715,CAE20174.1,None,conserved hypothetical protein
PMM1716,CAE20175.1,thrC,"Threonine synthase: Pyridoxal-5'-phosphate-dependent enzymes, beta family"
