Locus tag,Protein ID,Gene,Protein name
[locus_tag=PMN2A_0268],[protein_id=AAZ57760.1],[gene=None],[protein=Holliday junction DNA helicase subunit RuvA]
[locus_tag=PMN2A_0270],[protein_id=AAZ57762.1],[gene=None],"[protein=permease of the drug/metabolite transporter, DMT superfamily]"
[locus_tag=PMN2A_0271],[protein_id=AAZ57763.1],[gene=None],[protein=DNA primase]
[locus_tag=PMN2A_0272],[protein_id=AAZ57764.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0274],[protein_id=AAZ57766.1],[gene=None],[protein=DNA-directed DNA polymerase]
[locus_tag=PMN2A_0275],[protein_id=AAZ57767.1],[gene=None],"[protein=SOS response UmuD protein, Serine peptidase, MEROPS family S24]"
[locus_tag=PMN2A_0276],[protein_id=AAZ57768.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0277],[protein_id=AAZ57769.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0278],[protein_id=AAZ57770.1],[gene=None],[protein=dimethyladenosine transferase]
[locus_tag=PMN2A_0279],[protein_id=AAZ57771.1],[gene=None],[protein=4-diphosphocytidyl-2-C-methyl-D-erythritol kinase]
[locus_tag=PMN2A_0280],[protein_id=AAZ57772.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0281],[protein_id=AAZ57773.1],[gene=None],[protein=pyruvate dehydrogenase E1 beta subunit]
[locus_tag=PMN2A_0282],[protein_id=AAZ57774.1],[gene=None],[protein=SecD/SecF/SecDF export membrane protein:SecD export membrane protein]
[locus_tag=PMN2A_0283],[protein_id=AAZ57775.1],[gene=None],[protein=protein translocase subunit secF]
[locus_tag=PMN2A_0285],[protein_id=AAZ57777.1],[gene=None],[protein=protein family PM-1]
[locus_tag=PMN2A_0288],[protein_id=AAZ57780.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0289],[protein_id=AAZ57781.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0291],[protein_id=AAZ57783.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0292],[protein_id=AAZ57784.1],[gene=None],[protein=ATP-dependent Clp protease proteolytic subunit ClpP]
[locus_tag=PMN2A_0293],[protein_id=AAZ57785.1],[gene=None],[protein=membrane protease FtsH catalytic subunit]
[locus_tag=PMN2A_0294],[protein_id=AAZ57786.1],[gene=None],[protein=possible ABC transporter]
[locus_tag=PMN2A_0295],[protein_id=AAZ57787.1],[gene=None],[protein=pyruvate kinase]
[locus_tag=PMN2A_0296],[protein_id=AAZ57788.1],[gene=None],[protein=MazG family pyrophosphatase]
[locus_tag=PMN2A_0297],[protein_id=AAZ57789.1],[gene=None],[protein=uncharacterized YGGT family conserved membrane protein]
[locus_tag=PMN2A_0298],[protein_id=AAZ57790.1],[gene=None],[protein=condensin subunit ScpB]
[locus_tag=PMN2A_0299],[protein_id=AAZ57791.1],[gene=None],[protein=L-threonine ammonia-lyase]
[locus_tag=PMN2A_0300],[protein_id=AAZ57792.1],[gene=None],[protein=1-deoxy-D-xylulose-5-phosphate synthase]
[locus_tag=PMN2A_0301],[protein_id=AAZ57793.1],[gene=None],[protein=photosystem I reaction center subunit PsaK]
[locus_tag=PMN2A_0302],[protein_id=AAZ57794.1],[gene=None],[protein=uncharacterized conserved membrane protein]
[locus_tag=PMN2A_0303],[protein_id=AAZ57795.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0304],[protein_id=AAZ57796.1],[gene=None],[protein=alkyl hydroperoxide reductase/thiol specific antioxidant/mal allergens family protein]
[locus_tag=PMN2A_0305],[protein_id=AAZ57797.1],[gene=None],[protein=LSU ribosomal protein L28P]
[locus_tag=PMN2A_0306],[protein_id=AAZ57798.1],[gene=None],"[protein=ATP-binding region, ATPase-like protein]"
[locus_tag=PMN2A_0307],[protein_id=AAZ57799.1],[gene=None],[protein=histidine--tRNA ligase]
[locus_tag=PMN2A_0308],[protein_id=AAZ57800.1],[gene=None],[protein=inositol-1(or 4)-monophosphatase]
[locus_tag=PMN2A_0309],[protein_id=AAZ57801.1],[gene=None],"[protein=phosphate ABC transporter ATP-binding protein, PhoT family]"
[locus_tag=PMN2A_0310],[protein_id=AAZ57802.1],[gene=None],"[protein=phosphate ABC transporter membrane protein 2, PhoT family]"
[locus_tag=PMN2A_0311],[protein_id=AAZ57803.1],[gene=None],"[protein=phosphate ABC transporter membrane protein 1, PhoT family]"
[locus_tag=PMN2A_0312],[protein_id=AAZ57804.1],[gene=None],"[protein=molecular chaperone, DnaK]"
[locus_tag=PMN2A_0313],[protein_id=AAZ57805.1],[gene=None],"[protein=Heat shock protein DnaJ, N-terminal protein]"
[locus_tag=PMN2A_0314],[protein_id=AAZ57806.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0315],[protein_id=AAZ57807.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0316],[protein_id=AAZ57808.1],[gene=None],[protein=peptidyl-prolyl cis-trans isomerase]
[locus_tag=PMN2A_0317],[protein_id=AAZ57809.1],[gene=None],"[protein=GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase]"
[locus_tag=PMN2A_0318],[protein_id=AAZ57810.1],[gene=None],[protein=N-acetyl-gamma-glutamyl-phosphate reductase]
[locus_tag=PMN2A_0319],[protein_id=AAZ57811.1],[gene=None],[protein=formyltetrahydrofolate-dependent phosphoribosylglycinamide formyltransferase]
[locus_tag=PMN2A_0320],[protein_id=AAZ57812.1],[gene=None],[protein=glucose-6-phosphate isomerase]
[locus_tag=PMN2A_0321],[protein_id=AAZ57813.1],[gene=None],[protein=leucyl-tRNA synthetase]
[locus_tag=PMN2A_0322],[protein_id=AAZ57814.1],[gene=None],[protein=diaminopimelate epimerase]
[locus_tag=PMN2A_0323],[protein_id=AAZ57815.1],[gene=None],[protein=possible cysteine desulfurase (class-V aminotransferase family)]
[locus_tag=PMN2A_0324],[protein_id=AAZ57816.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0325],[protein_id=AAZ57817.1],[gene=None],[protein=D-alanyl-D-alanine carboxypeptidase]
[locus_tag=PMN2A_0326],[protein_id=AAZ57818.1],[gene=None],[protein=Phosphopantetheine adenylyltransferase]
[locus_tag=PMN2A_0327],[protein_id=AAZ57819.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0328],[protein_id=AAZ57820.1],[gene=None],[protein=Excinuclease ABC subunit C]
[locus_tag=PMN2A_0329],[protein_id=AAZ57821.1],[gene=None],[protein=Conserved hypothetical protein 701]
[locus_tag=PMN2A_0330],[protein_id=AAZ57822.1],[gene=None],"[protein=phosphoesterase PHP, N-terminal protein]"
[locus_tag=PMN2A_0331],[protein_id=AAZ57823.1],[gene=None],[protein=cobaltochelatase CobN subunit]
[locus_tag=PMN2A_0332],[protein_id=AAZ57824.1],[gene=None],[protein=branched chain amino acid aminotransferase apoenzyme]
[locus_tag=PMN2A_0333],[protein_id=AAZ57825.1],[gene=None],[protein=methionine synthase (B12-dependent)]
[locus_tag=PMN2A_0334],[protein_id=AAZ57826.1],[gene=None],[protein=conserved hypothetical]
[locus_tag=PMN2A_0335],[protein_id=AAZ57827.1],[gene=None],[protein=possible ATP adenylyltransferase]
[locus_tag=PMN2A_0336],[protein_id=AAZ57828.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0337],[protein_id=AAZ57829.1],[gene=None],"[protein=Heat shock protein DnaJ, N-terminal protein]"
[locus_tag=PMN2A_0338],[protein_id=AAZ57830.1],[gene=None],[protein=phenylalanyl-tRNA synthetase beta subunit]
[locus_tag=PMN2A_0339],[protein_id=AAZ57831.1],[gene=None],[protein=LSU ribosomal protein L33P]
[locus_tag=PMN2A_0340],[protein_id=AAZ57832.1],[gene=None],[protein=SSU ribosomal protein S18P]
[locus_tag=PMN2A_0341],[protein_id=AAZ57833.1],[gene=None],[protein=exoribonuclease R/ribonuclease II]
[locus_tag=PMN2A_0342],[protein_id=AAZ57834.1],[gene=None],[protein=methionyl-tRNA synthetase]
[locus_tag=PMN2A_0345],[protein_id=AAZ57837.1],[gene=None],[protein=adenosylcobinamide kinase]
[locus_tag=PMN2A_0346],[protein_id=AAZ57838.1],[gene=None],[protein=putative tRNA/rRNA methyltransferase (SpoU family)]
[locus_tag=PMN2A_0350],[protein_id=AAZ57842.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0352],[protein_id=AAZ57844.1],[gene=None],[protein=thioredoxin peroxidase]
[locus_tag=PMN2A_0353],[protein_id=AAZ57845.1],[gene=None],[protein=membrane protease FtsH catalytic subunit]
[locus_tag=PMN2A_0354],[protein_id=AAZ57846.1],[gene=None],[protein=LSU ribosomal protein L32P]
[locus_tag=PMN2A_0356],[protein_id=AAZ57848.1],[gene=None],"[protein=HAD-superfamily hydrolase subfamily IA, variant 3]"
[locus_tag=PMN2A_0357],[protein_id=AAZ57849.1],[gene=None],[protein=exonuclease RecJ]
[locus_tag=PMN2A_0358],[protein_id=AAZ57850.1],[gene=None],[protein=putative membrane protein]
[locus_tag=PMN2A_0359],[protein_id=AAZ57851.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0360],[protein_id=AAZ57852.1],[gene=None],[protein=RNA binding S1:Cold shock protein]
[locus_tag=PMN2A_0361],[protein_id=AAZ57853.1],[gene=None],[protein=phenylacrylic acid decarboxylase]
[locus_tag=PMN2A_0362],[protein_id=AAZ57854.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0363],[protein_id=AAZ57855.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0364],[protein_id=AAZ57856.1],[gene=None],"[protein=microcin-processing peptidase 2, Unknown type peptidase, MEROPS family U62]"
[locus_tag=PMN2A_0365],[protein_id=AAZ57857.1],[gene=None],[protein=possible modulator of DNA gyrase]
[locus_tag=PMN2A_0366],[protein_id=AAZ57858.1],[gene=None],[protein=methionyl-tRNA formyltransferase]
[locus_tag=PMN2A_0367],[protein_id=AAZ57859.1],[gene=None],[protein=conserved membrane protein TerC]
[locus_tag=PMN2A_0368],[protein_id=AAZ57860.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0369],[protein_id=AAZ57861.1],[gene=None],[protein=transcription-repair coupling factor]
[locus_tag=PMN2A_0372],[protein_id=AAZ57864.1],[gene=None],[protein=SAM-dependent methyltransferase]
[locus_tag=PMN2A_0373],[protein_id=AAZ57865.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0374],[protein_id=AAZ57866.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0375],[protein_id=AAZ57867.1],[gene=None],[protein=adenine phosphoribosyltransferase]
[locus_tag=PMN2A_0376],[protein_id=AAZ57868.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0377],[protein_id=AAZ57869.1],[gene=None],[protein=2-polyprenyl-6-methoxyphenol hydroxylase related enzyme]
[locus_tag=PMN2A_0378],[protein_id=AAZ57870.1],[gene=None],[protein=uncharacterized membrane protein]
[locus_tag=PMN2A_0379],[protein_id=AAZ57871.1],[gene=None],[protein=dihydrodipicolinate reductase]
[locus_tag=PMN2A_0380],[protein_id=AAZ57872.1],[gene=None],[protein=cobaltochelatase CobN subunit]
[locus_tag=PMN2A_0381],[protein_id=AAZ57873.1],[gene=None],[protein=Dihydropteroate synthase]
[locus_tag=PMN2A_0382],[protein_id=AAZ57874.1],[gene=None],[protein=triosephosphate isomerase]
[locus_tag=PMN2A_0383],[protein_id=AAZ57875.1],[gene=None],[protein=RNA-binding S4]
[locus_tag=PMN2A_0384],[protein_id=AAZ57876.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0385],[protein_id=AAZ57877.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0387],[protein_id=AAZ57879.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0395],[protein_id=AAZ57887.1],[gene=None],[protein=putative short chain dehydrogenase]
[locus_tag=PMN2A_0396],[protein_id=AAZ57888.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0399],[protein_id=AAZ57891.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0403],[protein_id=AAZ57895.1],[gene=None],"[protein=putative potassium channel, VIC family]"
[locus_tag=PMN2A_0408],[protein_id=AAZ57900.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0410],[protein_id=AAZ57902.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0411],[protein_id=AAZ57903.1],[gene=None],[protein=AbrB family transciptional regulator]
[locus_tag=PMN2A_0413],[protein_id=AAZ57905.1],[gene=None],[protein=putative NAD-dependent DNA ligase (contains BRCT domain type II)]
[locus_tag=PMN2A_0421],[protein_id=AAZ57913.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0422],[protein_id=AAZ57914.1],[gene=None],[protein=SAM-dependent methyltransferase]
[locus_tag=PMN2A_0426],[protein_id=AAZ57918.1],[gene=None],[protein=Protein of unknown function DUF77]
[locus_tag=PMN2A_0433],[protein_id=AAZ57925.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0435],[protein_id=AAZ57927.1],[gene=None],"[protein=regulatory protein, Crp]"
[locus_tag=PMN2A_0436],[protein_id=AAZ57928.1],[gene=None],"[protein=two component transcriptional regulator, winged helix family]"
[locus_tag=PMN2A_0437],[protein_id=AAZ57929.1],[gene=None],[protein=histidine kinase]
[locus_tag=PMN2A_0440],[protein_id=AAZ57932.1],[gene=None],[protein=porin-like protein]
[locus_tag=PMN2A_0441],[protein_id=AAZ57933.1],[gene=None],"[protein=phosphate ABC transporter substrate-binding protein, PhoT family]"
[locus_tag=PMN2A_0443],[protein_id=AAZ57935.1],[gene=None],[protein=chromate transporter]
[locus_tag=PMN2A_0444],[protein_id=AAZ57936.1],[gene=None],[protein=permease of the major facilitator superfamily]
[locus_tag=PMN2A_0445],[protein_id=AAZ57937.1],[gene=None],[protein=glyceraldehyde-3-phosphate dehydrogenase]
[locus_tag=PMN2A_0450],[protein_id=AAZ57942.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0456],[protein_id=AAZ57947.1],[gene=None],"[protein=Conserved hypothetical protein CHP02450, tryptophan-rich]"
[locus_tag=PMN2A_0464],[protein_id=AAZ57955.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0473],[protein_id=AAZ57964.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0475],[protein_id=AAZ57966.1],[gene=None],[protein=uncharacterized membrane protein]
[locus_tag=PMN2A_0476],[protein_id=AAZ57967.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0477],[protein_id=AAZ57968.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0478],[protein_id=AAZ57969.1],[gene=None],[protein=permease]
[locus_tag=PMN2A_0489],[protein_id=AAZ57980.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0491],[protein_id=AAZ57982.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0492],[protein_id=AAZ57983.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0497],[protein_id=AAZ57988.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0503],[protein_id=AAZ57994.1],[gene=None],[protein=formate-dependent phosphoribosylglycinamide formyltransferase]
[locus_tag=PMN2A_0509],[protein_id=AAZ58000.1],[gene=None],[protein=high light inducible protein hli7]
[locus_tag=PMN2A_0517],[protein_id=AAZ58008.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0531],[protein_id=AAZ58022.1],[gene=None],[protein=HAD-superfamily subfamily IA]
[locus_tag=PMN2A_0536],[protein_id=AAZ58027.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0538],[protein_id=AAZ58029.1],[gene=None],[protein=uncharacterized YdiU family conserved protein]
[locus_tag=PMN2A_0544],[protein_id=AAZ58035.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0546],[protein_id=AAZ58037.1],[gene=None],[protein=photosystem I reaction centre subunit IX PsaJ]
[locus_tag=PMN2A_0553],[protein_id=AAZ58044.1],[gene=None],[protein=high light inducible protein hli7]
[locus_tag=PMN2A_0558],[protein_id=AAZ58049.1],[gene=None],[protein=Photosystem II reaction centre protein PsbA/D1]
[locus_tag=PMN2A_0559],[protein_id=AAZ58050.1],[gene=None],[protein=uncharacterized membrane protein]
[locus_tag=PMN2A_0560],[protein_id=AAZ58051.1],[gene=None],[protein=DNA-(apurinic or apyrimidinic site) lyase / endonuclease VIII]
[locus_tag=PMN2A_0578],[protein_id=AAZ58069.1],[gene=None],[protein=high light inducible protein hli7]
[locus_tag=PMN2A_0579],[protein_id=AAZ58070.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0580],[protein_id=AAZ58071.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0585],[protein_id=AAZ58076.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0586],[protein_id=AAZ58077.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0588],[protein_id=AAZ58079.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0590],[protein_id=AAZ58081.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0591],[protein_id=AAZ58082.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0595],[protein_id=AAZ58086.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0597],[protein_id=AAZ58088.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0598],[protein_id=AAZ58089.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0599],[protein_id=AAZ58090.1],[gene=None],[protein=ferredoxin]
[locus_tag=PMN2A_0601],[protein_id=AAZ58092.1],[gene=None],[protein=ribosomal large subunit pseudouridine synthase F]
[locus_tag=PMN2A_0607],[protein_id=AAZ58098.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0610],[protein_id=AAZ58101.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0611],[protein_id=AAZ58102.1],[gene=None],"[protein=amino acid ABC transporter ATP-binding protein, PAAT family]"
[locus_tag=PMN2A_0612],[protein_id=AAZ58103.1],[gene=None],"[protein=amino acid ABC transporter membrane protein 2, PAAT family]"
[locus_tag=PMN2A_0613],[protein_id=AAZ58104.1],[gene=None],"[protein=amino acid ABC transporter membrane protein 1, PAAT family]"
[locus_tag=PMN2A_0614],[protein_id=AAZ58105.1],[gene=None],"[protein=amino acid ABC transporter substrate-binding protein, PAAT family]"
[locus_tag=PMN2A_0621],[protein_id=AAZ58112.1],[gene=None],[protein=hydrogenase accessory membrane protein]
[locus_tag=PMN2A_0631],[protein_id=AAZ58122.1],[gene=None],[protein=putative sulfate transporter]
[locus_tag=PMN2A_0632],[protein_id=AAZ58123.1],[gene=None],[protein=protein family PM-2]
[locus_tag=PMN2A_0635],[protein_id=AAZ58126.1],[gene=None],[protein=Gid protein]
[locus_tag=PMN2A_0636],[protein_id=AAZ58127.1],[gene=None],[protein=phytoene dehydrogenase / carotenoid isomerase]
[locus_tag=PMN2A_0637],[protein_id=AAZ58128.1],[gene=None],"[protein=two component transcriptional regulator, winged helix family]"
[locus_tag=PMN2A_0639],[protein_id=AAZ58130.1],[gene=None],[protein=Glutaredoxin-related protein]
[locus_tag=PMN2A_0640],[protein_id=AAZ58131.1],[gene=None],"[protein=transcriptional regulator, BolA protein family]"
[locus_tag=PMN2A_0641],[protein_id=AAZ58132.1],[gene=None],[protein=phospholipid/glycerol acyltransferase]
[locus_tag=PMN2A_0642],[protein_id=AAZ58133.1],[gene=None],[protein=pyridoxine 5'-phosphate synthase]
[locus_tag=PMN2A_0643],[protein_id=AAZ58134.1],[gene=None],"[protein=DNA helicase/exodeoxyribonuclease V, gamma subunit]"
[locus_tag=PMN2A_0644],[protein_id=AAZ58135.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0645],[protein_id=AAZ58136.1],[gene=None],"[protein=DNA helicase/exodeoxyribonuclease V, beta subunit]"
[locus_tag=PMN2A_0646],[protein_id=AAZ58137.1],[gene=None],"[protein=DNA helicase/exodeoxyribonuclease V, alpha subunit]"
[locus_tag=PMN2A_0647],[protein_id=AAZ58138.1],[gene=None],[protein=ATP-dependent RNA helicase CsdA]
[locus_tag=PMN2A_0649],[protein_id=AAZ58140.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0650],[protein_id=AAZ58141.1],[gene=None],[protein=PsbP]
[locus_tag=PMN2A_0651],[protein_id=AAZ58142.1],[gene=None],[protein=DNA replication and repair protein RecR]
[locus_tag=PMN2A_0652],[protein_id=AAZ58143.1],[gene=None],[protein=lipoate synthase]
[locus_tag=PMN2A_0653],[protein_id=AAZ58144.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0654],[protein_id=AAZ58145.1],[gene=None],[protein=rhodanese-like protein]
[locus_tag=PMN2A_0655],[protein_id=AAZ58146.1],[gene=None],[protein=biotin synthase]
[locus_tag=PMN2A_0656],[protein_id=AAZ58147.1],[gene=None],[protein=Undecaprenyl pyrophosphate synthetase]
[locus_tag=PMN2A_0657],[protein_id=AAZ58148.1],[gene=None],[protein=Protein of unknown function DUF147]
[locus_tag=PMN2A_0658],[protein_id=AAZ58149.1],[gene=None],[protein=diaminopimelate decarboxylase]
[locus_tag=PMN2A_0659],[protein_id=AAZ58150.1],[gene=None],[protein=[SSU ribosomal protein S18P]
[locus_tag=PMN2A_0660],[protein_id=AAZ58151.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0661],[protein_id=AAZ58152.1],[gene=None],[protein=glycerol dehydrogenase family enzyme]
[locus_tag=PMN2A_0662],[protein_id=AAZ58153.1],[gene=None],[protein=alpha/beta hydrolase fold:esterase/lipase/thioesterase family]
[locus_tag=PMN2A_0663],[protein_id=AAZ58154.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0664],[protein_id=AAZ58155.1],[gene=None],[protein=phosphatidate cytidylyltransferase]
[locus_tag=PMN2A_0665],[protein_id=AAZ58156.1],[gene=None],[protein=Orn/Lys/Arg decarboxylases family 1]
[locus_tag=PMN2A_0666],[protein_id=AAZ58157.1],[gene=None],[protein=possible kinase]
[locus_tag=PMN2A_0668],[protein_id=AAZ58159.1],[gene=None],[protein=helix-turn-helix motif protein]
[locus_tag=PMN2A_0669],[protein_id=AAZ58160.1],[gene=None],"[protein=glycoside hydrolase, family 77]"
[locus_tag=PMN2A_0670],[protein_id=AAZ58161.1],[gene=None],[protein=ribose-phosphate pyrophosphokinase]
[locus_tag=PMN2A_0671],[protein_id=AAZ58162.1],[gene=None],"[protein=alanyl aminopeptidase, Metallo peptidase, MEROPS family M01]"
[locus_tag=PMN2A_0672],[protein_id=AAZ58163.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0673],[protein_id=AAZ58164.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0674],[protein_id=AAZ58165.1],[gene=None],[protein=histidine kinase]
[locus_tag=PMN2A_0675],[protein_id=AAZ58166.1],[gene=None],"[protein=ferredoxin-NADP oxidoreductase, PetH]"
[locus_tag=PMN2A_0676],[protein_id=AAZ58167.1],[gene=None],[protein=glucose-6-phosphate 1-dehydrogenase]
[locus_tag=PMN2A_0677],[protein_id=AAZ58168.1],[gene=None],[protein=glucose-6-P dehydrogenase subunit]
[locus_tag=PMN2A_0678],[protein_id=AAZ58169.1],[gene=None],"[protein=hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) / cobyrinate a,c-diamide synthase]"
[locus_tag=PMN2A_0679],[protein_id=AAZ58170.1],[gene=None],[protein=conserved hypothetical]
[locus_tag=PMN2A_0680],[protein_id=AAZ58171.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0681],[protein_id=AAZ58172.1],[gene=None],[protein=farnesyl-diphosphate synthase]
[locus_tag=PMN2A_0682],[protein_id=AAZ58173.1],[gene=None],"[protein=5,10-methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase]"
[locus_tag=PMN2A_0683],[protein_id=AAZ58174.1],[gene=None],[protein=HDIG protein]
[locus_tag=PMN2A_0686],[protein_id=AAZ58177.1],[gene=None],[protein=2-isopropylmalate synthase]
[locus_tag=PMN2A_0687],[protein_id=AAZ58178.1],[gene=None],[protein=(1->4)-alpha-D-glucan branching enzyme]
[locus_tag=PMN2A_0688],[protein_id=AAZ58179.1],[gene=None],[protein=lycopene cyclase (CrtL-type)]
[locus_tag=PMN2A_0689],[protein_id=AAZ58180.1],[gene=None],[protein=DNA gyrase subunit A]
[locus_tag=PMN2A_0690],[protein_id=AAZ58181.1],[gene=None],[protein=IMP dehydrogenase related 2]
[locus_tag=PMN2A_0691],[protein_id=AAZ58182.1],[gene=None],[protein=thioredoxin]
[locus_tag=PMN2A_0692],[protein_id=AAZ58183.1],[gene=None],[protein=imidazole glycerol phosphate synthase subunit hisH]
[locus_tag=PMN2A_0693],[protein_id=AAZ58184.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0695],[protein_id=AAZ58186.1],[gene=None],[protein=cytochrome c]
[locus_tag=PMN2A_0696],[protein_id=AAZ58187.1],[gene=None],"[protein=RNA methyltransferase TrmH, group 1]"
[locus_tag=PMN2A_0697],[protein_id=AAZ58188.1],[gene=None],[protein=putative beta-lactamase]
[locus_tag=PMN2A_0698],[protein_id=AAZ58189.1],[gene=None],[protein=protoporphyrin IX magnesium-chelatase]
[locus_tag=PMN2A_0699],[protein_id=AAZ58190.1],[gene=None],[protein=Holliday junction endonuclease RuvC]
[locus_tag=PMN2A_0700],[protein_id=AAZ58191.1],[gene=None],[protein=5-formyltetrahydrofolate cyclo-ligase]
[locus_tag=PMN2A_0701],[protein_id=AAZ58192.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0702],[protein_id=AAZ58193.1],[gene=None],[protein=homoserine dehydrogenase]
[locus_tag=PMN2A_0703],[protein_id=AAZ58194.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0704],[protein_id=AAZ58195.1],[gene=None],[protein=ABC-type oligopeptide transport system periplasmic component]
[locus_tag=PMN2A_0705],[protein_id=AAZ58196.1],[gene=None],[protein=ABC-type oligopeptide transport system permease]
[locus_tag=PMN2A_0706],[protein_id=AAZ58197.1],[gene=None],[protein=serine peptidase (alpha/beta hydrolase superfamily) fused to N-terminal uncharacterized domain specific to cyanobacteria]
[locus_tag=PMN2A_0707],[protein_id=AAZ58198.1],[gene=None],[protein=permease of the major facilitator superfamily]
[locus_tag=PMN2A_0708],[protein_id=AAZ58199.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0709],[protein_id=AAZ58200.1],[gene=None],[protein=possible pfkB family carbohydrate kinase]
[locus_tag=PMN2A_0712],[protein_id=AAZ58203.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0715],[protein_id=AAZ58206.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0717],[protein_id=AAZ58208.1],[gene=None],[protein=chlorophyll a/b binding light harvesting protein PcbH]
