[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=Syncc8109_0001],[protein_id=AHF62427.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_1746],[protein_id=CAE21921.1],"[gene=rpl6, rplF]",[protein=50S ribosomal protein L6],[locus_tag=Syncc8109_0366],[protein_id=AHF62773.1],[gene=rpl6],[protein=50S ribosomal protein L6],[evalue=4.19431E-106]
[locus_tag=PMT_1747],[protein_id=CAE21922.1],"[gene=rpl18, rplR]",[protein=50S ribosomal protein L18],[locus_tag=Syncc8109_0365],[protein_id=AHF62772.1],[gene=rpl18],[protein=ribosomal protein L18],[evalue=6.64423E-75]
[locus_tag=PMT_1748],[protein_id=CAE21923.1],"[gene=rpsE,rps5]",[protein=30S ribosomal protein S5],[locus_tag=Syncc8109_0364],[protein_id=AHF62771.1],[gene=rpsE],[protein=ribosomal protein S5],[evalue=3.12356E-112]
[locus_tag=PMT_1749],[protein_id=CAE21924.1],"[gene=rpl15, rplO]",[protein=50S ribosomal protein L15],[locus_tag=Syncc8109_0363],[protein_id=AHF62770.1],[gene=rpl15],[protein=ribosomal protein L15],[evalue=2.33371E-77]
[locus_tag=PMT_1750],[protein_id=CAE21925.1],[gene=secY],[protein=preprotein translocase SecY subunit],[locus_tag=Syncc8109_0362],[protein_id=AHF62769.1],[gene=secY],[protein=SecY protein],[evalue=0.00000E+00]
[locus_tag=PMT_1751],[protein_id=CAE21926.1],[gene=adk],[protein=Adenylate kinase],[locus_tag=Syncc8109_0361],[protein_id=AHF62768.1],[gene=adk],[protein=adenylate kinase],[evalue=3.90827E-93]
[locus_tag=PMT_1752],[protein_id=CAE21927.1],"[gene=rpmJ,rpl36]",[protein=50S Ribosomal protein L36],[locus_tag=Syncc8109_0360],[protein_id=AHF62767.1],[gene=rpmJ],[protein=LSU ribosomal protein L36P],[evalue=6.17316E-20]
[locus_tag=PMT_1753],[protein_id=CAE21928.1],"[gene=rps13, rpsM]",[protein=30S ribosomal protein S13],[locus_tag=Syncc8109_0359],[protein_id=AHF62766.1],[gene=rps13],[protein=ribosomal protein S13],[evalue=1.17827E-67]
[locus_tag=PMT_1754],[protein_id=CAE21929.1],"[gene=rps11, rpsK]",[protein=30S ribosomal protein S11],[locus_tag=Syncc8109_0358],[protein_id=AHF62765.1],[gene=rps11],[protein=30S ribosomal protein S11],[evalue=1.76807E-77]
[locus_tag=PMT_1755],[protein_id=CAE21930.1],[gene=rpoA],"[protein=Bacterial RNA polymerase, alpha chain]",[locus_tag=Syncc8109_0357],[protein_id=AHF62764.1],[gene=rpoA],"[protein=DNA-directed RNA polymerase, alpha subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_1756],[protein_id=CAE21931.1],"[gene=rpl17, rplQ]",[protein=50S ribosomal protein L17],[locus_tag=Syncc8109_0356],[protein_id=AHF62763.1],[gene=rpl17],[protein=50S ribosomal protein L17],[evalue=8.60793E-76]
[locus_tag=PMT_1757],[protein_id=CAE21932.1],[gene=truA],[protein=tRNA pseudouridine synthase A],[locus_tag=Syncc8109_0355],[protein_id=AHF62762.1],[gene=truA],[protein=tRNA pseudouridine synthase A],[evalue=9.05637E-157]
[locus_tag=PMT_1758],[protein_id=CAE21933.1],"[gene=rpl13, rplM]",[protein=50S ribosomal protein L13],[locus_tag=Syncc8109_0354],[protein_id=AHF62761.1],[gene=rpl13],[protein=ribosomal protein L13],[evalue=2.14831E-97]
[locus_tag=PMT_1759],[protein_id=CAE21934.1],"[gene=rps9, rpsI]",[protein=30S ribosomal protein S9],[locus_tag=Syncc8109_0353],[protein_id=AHF62760.1],[gene=rps9],[protein=SSU ribosomal protein S9P],[evalue=7.58295E-90]
[locus_tag=PMT_1760],[protein_id=CAE21935.1],"[gene=rpl31, rpmE]",[protein=50S ribosomal protein L31],[locus_tag=Syncc8109_0352],[protein_id=AHF62759.1],[gene=rpl31],[protein=50S ribosomal protein L31],[evalue=1.12571E-51]
[locus_tag=PMT_1761],[protein_id=CAE21936.1],"[gene=prfA,sueB]",[protein=peptide chain release factor RF-1],[locus_tag=Syncc8109_0351],[protein_id=AHF62758.1],[gene=prfA],[protein=peptide chain release factor 1],[evalue=0.00000E+00],[locus_tag=Syncc8109_2552],[protein_id=AHF64859.1],[gene=prfB],[protein=peptide chain release factor 2],[evalue=6.41051E-48]
[locus_tag=PMT_1762],[protein_id=CAE21937.1],[gene=None],[protein=HNH endonuclease family protein],[locus_tag=Syncc8109_0350],[protein_id=AHF62757.1],[gene=None],[protein=HNH nuclease],[evalue=1.69580E-96]
[locus_tag=PMT_1763],[protein_id=CAE21938.1],[gene=alr],[protein=putative Alanine racemase],[locus_tag=Syncc8109_0349],[protein_id=AHF62756.1],[gene=alr],[protein=alanine racemase],[evalue=2.98321E-168]
[locus_tag=PMT_1764],[protein_id=CAE21939.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0347],[protein_id=AHF62755.1],[gene=None],[protein=hypothetical protein],[evalue=3.55293E-144]
[locus_tag=PMT_1765],[protein_id=CAE21940.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0346],[protein_id=AHF62754.1],[gene=None],[protein=hypothetical protein],[evalue=4.28547E-97]
[locus_tag=PMT_1766],[protein_id=CAE21941.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[locus_tag=Syncc8109_0345],[protein_id=AHF62753.1],[gene=None],"[protein=glycosyl transferase, family 2]",[evalue=0.00000E+00]
[locus_tag=PMT_2812],[protein_id=CAX32330.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=Syncc8109_0344],[protein_id=AHF62752.1],[gene=None],[protein=hypothetical protein],[evalue=4.80656E-36]
[locus_tag=PMT_1767],[protein_id=CAE21942.1],[gene=psaI],[protein=photosystem I subunit VIII (PsaI)],[locus_tag=Syncc8109_0343],[protein_id=AHF62751.1],[gene=psaI],[protein=photosystem I subunit VIII (PsaI)],[evalue=8.54143E-14]
[locus_tag=PMT_1768],[protein_id=CAE21943.1],[gene=psaL],[protein=Photosystem I PsaL protein (subunit XI)],[locus_tag=Syncc8109_0342],[protein_id=AHF62750.1],[gene=psaL],[protein=putative photosystem I reaction center subunit XI (PsaL)],[evalue=3.46875E-87]
[locus_tag=PMT_1769],[protein_id=CAE21944.1],[gene=psaB],[protein=Photosystem I PsaB protein],[locus_tag=Syncc8109_0338],[protein_id=AHF62746.1],[gene=psaB],[protein=photosystem I core protein PsaB],[evalue=0.00000E+00],[locus_tag=Syncc8109_0337],[protein_id=AHF62745.1],[gene=psaA],[protein=photosystem I core protein PsaA],[evalue=3.54389E-169]
[locus_tag=PMT_1770],[protein_id=CAE21945.1],[gene=psaA],[protein=Photosystem I PsaA protein],[locus_tag=Syncc8109_0337],[protein_id=AHF62745.1],[gene=psaA],[protein=photosystem I core protein PsaA],[evalue=0.00000E+00],[locus_tag=Syncc8109_0338],[protein_id=AHF62746.1],[gene=psaB],[protein=photosystem I core protein PsaB],[evalue=1.23980E-166]
[locus_tag=PMT_1771],[protein_id=CAE21946.1],[gene=None],[protein=Proline-rich region],[locus_tag=Syncc8109_0336],[protein_id=AHF62744.1],[gene=None],[protein=hypothetical protein],[evalue=4.78879E-101]
[locus_tag=PMT_1772],[protein_id=CAE21947.1],[gene=cbiG/cobJ fusion],[protein=bifunctional cbiH protien and PRECORRIN-3B C17-METHYLTRANSFERASE],[locus_tag=Syncc8109_0335],[protein_id=AHF62743.1],[gene=cobJ],[protein=precorrin-3B C17-methyltransferase],[evalue=0.00000E+00]
[locus_tag=PMT_1773],[protein_id=CAE21948.1],[gene=crtL2],[protein=putative lycopene epsilon cyclase],[locus_tag=Syncc8109_2036],[protein_id=AHF64377.1],[gene=crtL],"[protein=Lycopene cyclase, beta and epsilon]",[evalue=4.56770E-158]
[locus_tag=PMT_1775],[protein_id=CAE21950.1],"[gene=lipA,lip]",[protein=lipoic acid synthetase],[locus_tag=Syncc8109_0333],[protein_id=AHF62742.1],[gene=liaS],[protein=lipoic acid synthetase],[evalue=2.21106E-178],[locus_tag=Syncc8109_0989],[protein_id=AHF63363.1],[gene=lipA],[protein=lipoic acid synthetase],[evalue=1.53286E-84]
[locus_tag=PMT_1776],[protein_id=CAE21951.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0332],[protein_id=AHF62741.1],[gene=None],[protein=hypothetical protein],[evalue=1.54940E-31]
[locus_tag=PMT_1777],[protein_id=CAE21952.1],"[gene=glsF, gltS]","[protein=Ferredoxin-dependent glutamate synthase, Fd-GOGAT]",[locus_tag=Syncc8109_0331],[protein_id=AHF62740.1],[gene=glsF],[protein=Glutamate synthase (NADPH)],[evalue=0.00000E+00]
[locus_tag=PMT_1778],[protein_id=CAE21953.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0330],[protein_id=AHF62739.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1779],[protein_id=CAE21954.1],"[gene=rps12, rpsL]",[protein=30S ribosomal protein S12],[locus_tag=Syncc8109_0328],[protein_id=AHF62737.1],[gene=rps12],[protein=30S ribosomal protein S12],[evalue=9.76961E-81]
[locus_tag=PMT_1780],[protein_id=CAE21955.1],"[gene=rps7, rpsG]",[protein=30S ribosomal protein S7],[locus_tag=Syncc8109_0327],[protein_id=AHF62736.1],[gene=rps7],[protein=30S ribosomal protein S7],[evalue=1.65775E-108]
[locus_tag=PMT_1781],[protein_id=CAE21956.1],[gene=fusA],"[protein=Elongation factor G, EF-G]",[locus_tag=Syncc8109_0326],[protein_id=AHF62735.1],[gene=fusA],[protein=translation elongation factor G],[evalue=0.00000E+00],[locus_tag=Syncc8109_1409],[protein_id=AHF63772.1],[gene=prfC],[protein=peptide chain release factor 3],[evalue=1.93306E-48],[locus_tag=Syncc8109_1447],[protein_id=AHF63809.1],[gene=typA / bipA],[protein=GTP-binding protein TypA],[evalue=6.16943E-26]
[locus_tag=PMT_1782],[protein_id=CAE21957.1],[gene=tufA],"[protein=Elongation factor Tu, EF-Tu]",[locus_tag=Syncc8109_0325],[protein_id=AHF62734.1],[gene=tufA],[protein=elongation factor Tu],[evalue=0.00000E+00],[locus_tag=Syncc8109_1447],[protein_id=AHF63809.1],[gene=typA / bipA],[protein=GTP-binding protein TypA],[evalue=1.60590E-23],[locus_tag=Syncc8109_2168],[protein_id=AHF64501.1],[gene=infB],[protein=translation initiation factor IF-2],[evalue=4.50446E-13]
[locus_tag=PMT_1783],[protein_id=CAE21958.1],"[gene=rps10, rpsJ]",[protein=30S ribosomal protein S10],[locus_tag=Syncc8109_0324],[protein_id=AHF62733.1],[gene=rpsJ],[protein=ribosomal protein S10],[evalue=2.99934E-72]
[locus_tag=PMT_1784],[protein_id=CAE21959.1],[gene=None],[protein=ATP-dependent protease La (LON) domain],[locus_tag=Syncc8109_0323],[protein_id=AHF62732.1],[gene=None],"[protein=Peptidase S16, lon-like protein]",[evalue=1.02848E-102]
[locus_tag=PMT_1785],[protein_id=CAE21960.1],[gene=None],[protein=SAM (and some other nucleotide) binding motif],[locus_tag=Syncc8109_0322],[protein_id=AHF62731.1],[gene=None],[protein=putative sterol-C-methyltransferase],[evalue=9.98618E-166]
[locus_tag=PMT_1786],[protein_id=CAE21961.1],[gene=pheA],[protein=Chorismate mutase-Prephenate dehydratase],[locus_tag=Syncc8109_0321],[protein_id=AHF62730.1],[gene=pheA],[protein=Prephenate dehydratase],[evalue=1.34393E-132]
[locus_tag=PMT_1787],[protein_id=CAE21962.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0320],[protein_id=AHF62729.1],[gene=None],[protein=hypothetical protein],[evalue=5.48960E-73]
[locus_tag=PMT_1788],[protein_id=CAE21963.1],[gene=None],[protein=Ribonuclease HII and HIII],[locus_tag=Syncc8109_0319],[protein_id=AHF62728.1],[gene=rnhB],[protein=Ribonuclease H],[evalue=6.10068E-79]
[locus_tag=PMT_1789],[protein_id=CAE21964.1],[gene=None],[protein=S1 RNA binding domain:Ribonuclease E and G],[locus_tag=Syncc8109_0318],[protein_id=AHF62727.1],[gene=rne],"[protein=ribonuclease, Rne/Rng family]",[evalue=0.00000E+00]
[locus_tag=PMT_1790],[protein_id=CAE21965.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0317],[protein_id=AHF62726.1],[gene=None],[protein=Elongator protein 3/MiaB/NifB],[evalue=0.00000E+00],[locus_tag=Syncc8109_2739],[protein_id=AHF65045.1],[gene=None],[protein=hypothetical protein],[evalue=4.38445E-62]
[locus_tag=PMT_1791],[protein_id=CAE21966.1],[gene=None],[protein=Aminotransferases class-I],[locus_tag=Syncc8109_0316],[protein_id=AHF62725.1],[gene=None],[protein=putative aminotransferase],[evalue=0.00000E+00],[locus_tag=Syncc8109_0649],[protein_id=AHF63034.1],[gene=None],[protein=aminotransferase],[evalue=5.24736E-17],[locus_tag=Syncc8109_1393],[protein_id=AHF63756.1],[gene=aspC],[protein=aminotransferases class-I],[evalue=3.30379E-15]
[locus_tag=PMT_1792],[protein_id=CAE21967.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0315],[protein_id=AHF62724.1],[gene=None],[protein=Clp protease adaptor],[evalue=3.19511E-61],[locus_tag=Syncc8109_1232],[protein_id=AHF63600.1],[gene=None],[protein=Clp protease adaptor],[evalue=2.52864E-13]
[locus_tag=PMT_1793],[protein_id=CAE21968.1],[gene=None],[protein=Abortive infection protein],[locus_tag=Syncc8109_0314],[protein_id=AHF62723.1],[gene=None],[protein=hypothetical protein],[evalue=4.31245E-35]
[locus_tag=PMT_1794],[protein_id=CAE21969.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0313],[protein_id=AHF62722.1],[gene=None],[protein=Elongator protein 3/MiaB/NifB],[evalue=0.00000E+00]
[locus_tag=PMT_1795],[protein_id=CAE21970.1],[gene=aroC],[protein=Chorismate synthase],[locus_tag=Syncc8109_0309],[protein_id=AHF62718.1],[gene=aroC],[protein=chorismate synthase],[evalue=0.00000E+00]
[locus_tag=PMT_1796],[protein_id=CAE21971.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0308],[protein_id=AHF62717.1],[gene=None],[protein=hypothetical protein],[evalue=6.10413E-60]
[locus_tag=PMT_1797],[protein_id=CAE21972.1],[gene=None],[protein=possible aldolase],[locus_tag=Syncc8109_0307],[protein_id=AHF62716.1],[gene=None],[protein=2-dehydro-3-deoxyphosphogluconate aldolase / 4-hydroxy-2-oxoglutarate aldolase],[evalue=1.86392E-65]
[locus_tag=PMT_1798],[protein_id=CAE21973.1],[gene=ftsH2],[protein=cell division protein FtsH2],[locus_tag=Syncc8109_0306],[protein_id=AHF62715.1],[gene=ftsH2],[protein=ATP-dependent metalloprotease FtsH],[evalue=0.00000E+00],[locus_tag=Syncc8109_1238],[protein_id=AHF63606.1],[gene=ftsH1],[protein=ATP-dependent metalloprotease FtsH],[evalue=0.00000E+00],[locus_tag=Syncc8109_1341],[protein_id=AHF63704.1],[gene=ftsH],[protein=ATP-dependent metalloprotease FtsH],[evalue=0.00000E+00]
[locus_tag=PMT_1799],[protein_id=CAE21974.1],[gene=cysD],[protein=ATP-sulfurylase],[locus_tag=Syncc8109_0305],[protein_id=AHF62714.1],[gene=cysD],[protein=sulfate adenylyltransferase],[evalue=0.00000E+00]
[locus_tag=PMT_1800],[protein_id=CAE21975.1],[gene=psbO],[protein=Photosystem II manganese-stabilizing protein],[locus_tag=Syncc8109_0304],[protein_id=AHF62713.1],[gene=psbO],[protein=photosystem II manganese-stabilizing polypeptide],[evalue=1.49901E-84]
[locus_tag=PMT_1801],[protein_id=CAE21976.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0303],[protein_id=AHF62712.1],[gene=None],[protein=hypothetical protein],[evalue=7.32612E-41]
[locus_tag=PMT_1802],[protein_id=CAE21977.1],[gene=dfp (coaBC)],[protein=putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase],[locus_tag=Syncc8109_0302],[protein_id=AHF62711.1],[gene=dfp],[protein=phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase],[evalue=1.87344E-180]
[locus_tag=PMT_1803],[protein_id=CAE21978.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0301],[protein_id=AHF62710.1],[gene=None],[protein=hypothetical protein],[evalue=4.50163E-33]
[locus_tag=PMT_1804],[protein_id=CAE21979.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0298],[protein_id=AHF62708.1],[gene=None],[protein=hypothetical protein],[evalue=1.61106E-41]
[locus_tag=PMT_1805],[protein_id=CAE21980.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0297],[protein_id=AHF62707.1],[gene=None],[protein=hypothetical protein],[evalue=4.59061E-31]
[locus_tag=PMT_1806],[protein_id=CAE21981.1],[gene=None],[protein=NADH dehydrogenase],[locus_tag=Syncc8109_2392],[protein_id=AHF64709.1],[gene=None],"[protein=putative NADH dehydrogenase, transport associated]",[evalue=8.63838E-16]
[locus_tag=PMT_1807],[protein_id=CAE21982.1],[gene=pyrB],[protein=Aspartate carbamoyltransferase],[locus_tag=Syncc8109_0293],[protein_id=AHF62703.1],[gene=pyrB],[protein=aspartate carbamoyltransferase catalytic subunit],[evalue=0.00000E+00],[locus_tag=Syncc8109_2694],[protein_id=AHF65000.1],[gene=pyrB],[protein=putative aspartate carbamoyltransferase],[evalue=3.96464E-21],[locus_tag=Syncc8109_1815],[protein_id=AHF64167.1],[gene=argF],[protein=ornithine carbamoyltransferase],[evalue=1.09281E-12]
[locus_tag=PMT_1808],[protein_id=CAE21983.1],[gene=None],[protein=possible Methylpurine-DNA glycosylase (MPG)],[locus_tag=Syncc8109_0292],[protein_id=AHF62702.1],[gene=None],[protein=DNA-3-methyladenine glycosylase],[evalue=7.07395E-108]
[locus_tag=PMT_1809],[protein_id=CAE21984.1],[gene=None],[protein=TPR repeat],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=1.53519E-21],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=9.12466E-20],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=2.70102E-12]
[locus_tag=PMT_1810],[protein_id=CAE21985.1],[gene=None],[protein=TPR repeat],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=3.19281E-27],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=2.14693E-25],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=6.95408E-22]
[locus_tag=PMT_1811],[protein_id=CAE21986.1],[gene=None],[protein=TPR repeat:HAT (Half-A-TPR) repeat],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=4.15468E-31],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=1.58489E-28],[locus_tag=Syncc8109_2059],[protein_id=AHF64400.1],[gene=None],[protein=hypothetical protein],[evalue=3.43732E-27]
[locus_tag=PMT_1814],[protein_id=CAE21989.1],[gene=None],[protein=Creatininase],[locus_tag=Syncc8109_0289],[protein_id=AHF62699.1],[gene=None],[protein=hypothetical protein],[evalue=1.55641E-145],[locus_tag=Syncc8109_1977],[protein_id=AHF64321.1],[gene=None],[protein=creatininase],[evalue=6.06958E-19]
[locus_tag=PMT_1815],[protein_id=CAE21990.1],[gene=gatC],[protein=Glu-tRNAGln amidotransferase C subunit],[locus_tag=Syncc8109_0288],[protein_id=AHF62698.1],[gene=gatC],"[protein=glutamyl-tRNA(Gln) amidotransferase, C subunit]",[evalue=2.44590E-48]
[locus_tag=PMT_1816],[protein_id=CAE21991.1],[gene=crtR],[protein=beta carotene hydroxylase],[locus_tag=Syncc8109_0287],[protein_id=AHF62697.1],[gene=crtR],[protein=beta-carotene hydroxylase],[evalue=0.00000E+00]
[locus_tag=PMT_1817],[protein_id=CAE21992.1],[gene=ileS],"[protein=t-RNA synthetase, class Ia:Isoleucyl-tRNA synthetase]",[locus_tag=Syncc8109_0284],[protein_id=AHF62695.1],[gene=ileS],[protein=isoleucyl-tRNA synthetase],[evalue=0.00000E+00],[locus_tag=Syncc8109_2635],[protein_id=AHF64942.1],[gene=valS],[protein=valyl-tRNA synthetase],[evalue=5.04582E-70],[locus_tag=Syncc8109_1285],[protein_id=AHF63652.1],[gene=leuS],[protein=leucyl-tRNA synthetase],[evalue=1.72939E-21]
[locus_tag=PMT_1818],[protein_id=CAE21993.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0281],[protein_id=AHF62692.1],[gene=None],[protein=hypothetical protein],[evalue=3.03898E-87]
[locus_tag=PMT_1819],[protein_id=CAE21994.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0280],[protein_id=AHF62691.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1820],[protein_id=CAE21995.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0279],[protein_id=AHF62690.1],[gene=None],[protein=tRNA (guanine-N(7))-methyltransferase],[evalue=1.19430E-94]
[locus_tag=PMT_1821],[protein_id=CAE21996.1],[gene=None],"[protein=possible bicarbonate transporter, ICT family]",[locus_tag=Syncc8109_0278],[protein_id=AHF62689.1],[gene=None],"[protein=putative bicarbonate transporter, ICT family]",[evalue=2.12925E-170]
[locus_tag=PMT_1822],[protein_id=CAE21997.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0277],[protein_id=AHF62688.1],[gene=None],[protein=hypothetical protein],[evalue=1.26376E-98]
[locus_tag=PMT_1823],[protein_id=CAE21998.1],[gene=None],[protein=Phosphotransferase superclass],[locus_tag=Syncc8109_0276],[protein_id=AHF62687.1],[gene=None],[protein=phosphoglucosamine mutase],[evalue=0.00000E+00],[locus_tag=Syncc8109_0223],[protein_id=AHF62636.1],[gene=None],[protein=phosphoglucomutase/phosphomannomutase family protein],[evalue=9.62471E-25]
[locus_tag=PMT_1824],[protein_id=CAE21999.1],[gene=None],[protein=possible soluble lytic transglycosylase],[locus_tag=Syncc8109_0275],[protein_id=AHF62686.1],[gene=None],[protein=putative soluble lytic transglycosylase],[evalue=9.36189E-173]
[locus_tag=PMT_1826],[protein_id=CAE22001.1],[gene=txlA],[protein=thioredoxin-like protein TxlA],[locus_tag=Syncc8109_0273],[protein_id=AHF62684.1],[gene=txlA],[protein=thioredoxin-like protein TxlA],[evalue=4.08986E-80]
[locus_tag=PMT_1828],[protein_id=CAE22003.1],[gene=dcd],[protein=dCTP Deaminase],[locus_tag=Syncc8109_0271],[protein_id=AHF62682.1],[gene=dcd],[protein=Deoxycytidine triphosphate deaminase],[evalue=7.72475E-137]
[locus_tag=PMT_1829],[protein_id=CAE22004.1],[gene=None],[protein=cob(I)alamin adenosyltransferase],[locus_tag=Syncc8109_0270],[protein_id=AHF62681.1],[gene=None],[protein=cob(I)alamin adenosyltransferase],[evalue=1.22788E-59],[locus_tag=Syncc8109_1989],[protein_id=AHF64333.1],[gene=cobO],[protein=cob(I)alamin adenosyltransferase],[evalue=1.40311E-14]
[locus_tag=PMT_1830],[protein_id=CAE22005.1],[gene=rph],[protein=ribonuclease PH],[locus_tag=Syncc8109_0269],[protein_id=AHF62680.1],[gene=rph],[protein=ribonuclease PH],[evalue=3.33105E-127]
[locus_tag=PMT_1831],[protein_id=CAE22006.1],[gene=ntcA],"[protein=Global nitrogen regulatory protein, CRP family of transcriptional regulators]",[locus_tag=Syncc8109_0268],[protein_id=AHF62679.1],[gene=ntcA],"[protein=transcriptional regulator, Crp/Fnr family]",[evalue=3.61942E-140],[locus_tag=Syncc8109_1379],[protein_id=AHF63742.1],[gene=None],"[protein=putative transcriptional regulator, Crp/Fnr family]",[evalue=3.97693E-26]
[locus_tag=PMT_1832],[protein_id=CAE22007.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0267],[protein_id=AHF62678.1],[gene=None],[protein=hypothetical protein],[evalue=3.78043E-153]
[locus_tag=PMT_1833],[protein_id=CAE22008.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0266],[protein_id=AHF62677.1],[gene=None],[protein=hypothetical protein],[evalue=3.84085E-41]
[locus_tag=PMT_1834],[protein_id=CAE22009.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0265],[protein_id=AHF62676.1],[gene=None],[protein=hypothetical protein],[evalue=5.56021E-36]
[locus_tag=PMT_1835],[protein_id=CAE22010.1],[gene=pth],[protein=Peptidyl-tRNA hydrolase],[locus_tag=Syncc8109_0264],[protein_id=AHF62675.1],[gene=pth],[protein=peptidyl-tRNA hydrolase],[evalue=2.13586E-93]
[locus_tag=PMT_1836],[protein_id=CAE22011.1],[gene=None],[protein=mttA/Hcf106 family],[locus_tag=Syncc8109_0263],[protein_id=AHF62674.1],[gene=tatA],"[protein=twin-arginine translocation protein, TatA/E family]",[evalue=1.99060E-35]
[locus_tag=PMT_1837],[protein_id=CAE22012.1],[gene=psbH],[protein=photosystem II 10 kDa phosphoprotein (PsbH)],[locus_tag=Syncc8109_0262],[protein_id=AHF62673.1],[gene=psbH],[protein=photosystem II reaction center protein PsbH],[evalue=1.07397E-12]
[locus_tag=PMT_1838],[protein_id=CAE22013.1],[gene=psbN],[protein=Photosystem II PsbN protein],[locus_tag=Syncc8109_0261],[protein_id=AHF62672.1],[gene=psbN],[protein=photosystem II reaction centre N protein (psbN)],[evalue=1.51925E-16]
[locus_tag=PMT_1839],[protein_id=CAE22014.1],[gene=ams1],[protein=Glycoside hydrolase family 38],[locus_tag=Syncc8109_0260],[protein_id=AHF62671.1],[gene=None],[protein=putative alpha mannosidase],[evalue=0.00000E+00]
[locus_tag=PMT_1840],[protein_id=CAE22015.1],[gene=psbI],[protein=photosystem II reaction center I protein (PsbI)],[locus_tag=Syncc8109_0259],[protein_id=AHF62670.1],[gene=psbI],[protein=photosystem II reaction center I protein (PsbI)],[evalue=3.84158E-21]
[locus_tag=PMT_1841],[protein_id=CAE22016.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0258],[protein_id=AHF62669.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1842],[protein_id=CAE22017.1],[gene=None],[protein=Pentapeptide repeats],[locus_tag=Syncc8109_0257],[protein_id=AHF62668.1],[gene=None],[protein=hypothetical protein],[evalue=1.00117E-42],[locus_tag=Syncc8109_1510],[protein_id=AHF63871.1],[gene=None],[protein=hypothetical protein],[evalue=4.33467E-12],[locus_tag=Syncc8109_1428],[protein_id=AHF63790.1],[gene=None],[protein=hypothetical protein],[evalue=4.36379E-11]
[locus_tag=PMT_1843],[protein_id=CAE22018.1],[gene=leuD],[protein=3-isopropylmalate dehydratase small subunit],[locus_tag=Syncc8109_0256],[protein_id=AHF62667.1],[gene=leuD],"[protein=3-isopropylmalate dehydratase, small subunit]",[evalue=5.65018E-91]
[locus_tag=PMT_1844],[protein_id=CAE22019.1],[gene=leuC],[protein=3-isopropylmalate dehydratase large subunit],[locus_tag=Syncc8109_0255],[protein_id=AHF62666.1],[gene=leuC],"[protein=3-isopropylmalate dehydratase, large subunit]",[evalue=0.00000E+00]
