[locus_tag=PMT_0019],[protein_id=CAE20194.1],[gene=pilT1],[protein=homologous to PilT1 protein]
[locus_tag=PMT_2745],[protein_id=CAX32267.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2746],[protein_id=CAX32268.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2747_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_1567],[protein_id=CAE21742.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2749],[protein_id=CAX32270.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2750],[protein_id=CAX32271.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1568],[protein_id=CAE21743.1],[gene=None],[protein=possible Eukaryotic-type carbonic anhydrase]
[locus_tag=PMT_1569],[protein_id=CAE21744.1],[gene=phoN],[protein=PA-phosphatase related phosphoesterase:Bacterial acid phosphatase]
[locus_tag=PMT_1570],[protein_id=CAE21745.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_1571],[protein_id=CAE21746.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_1572],[protein_id=CAE21747.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2751],[protein_id=CAX32272.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1577],[protein_id=CAE21752.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_1579],[protein_id=CAE21754.1],[gene=None],"[protein=possible Flavivirus glycoprotein, immunoglobul]"
[locus_tag=PMT_2752],[protein_id=CAX32273.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2753],[protein_id=CAX32274.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2754],[protein_id=CAX32275.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1590],[protein_id=CAE21765.1],[gene=psbX],[protein=photosystem II PsbX protein]
[locus_tag=PMT_2755],[protein_id=CAX32276.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1597],[protein_id=CAE21772.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_1598],[protein_id=CAE21773.1],[gene=None],[protein=AAA ATPase superfamily]
[locus_tag=PMT_2756],[protein_id=CAX32277.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2757],[protein_id=CAX32278.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2758],[protein_id=CAX32279.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2759],[protein_id=CAX32280.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2760],[protein_id=CAX32281.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2761],[protein_id=CAX32282.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2762],[protein_id=CAX32283.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2763],[protein_id=CAX32284.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2765],[protein_id=CAX32286.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1610],[protein_id=CAE21785.1],[gene=None],[protein=possible SAP domain]
[locus_tag=PMT_1611],[protein_id=CAE21786.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_1613],[protein_id=CAE21788.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_1621],[protein_id=CAE21796.1],[gene=None],[protein=possible 4'-phosphopantetheinyl transferase family protein]
[locus_tag=PMT_1634],[protein_id=CAE21809.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2767],[protein_id=CAX32288.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2768],[protein_id=CAX32289.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2770],[protein_id=CAX32291.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2771],[protein_id=CAX32292.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2772],[protein_id=CAX32293.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1645],[protein_id=CAE21820.1],[gene=None],[protein=possible Glypican]
[locus_tag=PMT_2773],[protein_id=CAX32294.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2776],[protein_id=CAX32295.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2777],[protein_id=CAX32296.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2779],[protein_id=CAX32297.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2780],[protein_id=CAX32298.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2781],[protein_id=CAX32299.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1656],[protein_id=CAE21831.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2782_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_1657],[protein_id=CAE21832.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2783],[protein_id=CAX32301.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1658],[protein_id=CAE21833.1],[gene=None],[protein=possible Ribosomal protein S14p/S29e]
[locus_tag=PMT_1661],[protein_id=CAE21836.1],[gene=None],[protein=SMF family]
[locus_tag=PMT_2784],[protein_id=CAX32302.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2785],[protein_id=CAX32303.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1663],[protein_id=CAE21838.1],[gene=psbM],[protein=possible Photosystem II reaction center M protein (PsbM)]
[locus_tag=PMT_2786],[protein_id=CAX32304.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2787],[protein_id=CAX32305.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2788],[protein_id=CAX32306.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1675],[protein_id=CAE21850.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2789],[protein_id=CAX32307.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2790],[protein_id=CAX32308.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1676],[protein_id=CAE21851.1],[gene=None],"[protein=possible E2 (early) protein, C terminal]"
[locus_tag=PMT_2791],[protein_id=CAX32309.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2792],[protein_id=CAX32310.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2793],[protein_id=CAX32311.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1681],[protein_id=CAE21856.1],[gene=cpeZ],[protein=putative bilin biosynthesis protein cpeZ]
[locus_tag=PMT_2794],[protein_id=CAX32312.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2795],[protein_id=CAX32313.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1684],[protein_id=CAE21859.1],[gene=None],[protein=possible 4Fe-4S binding domain]
[locus_tag=PMT_2797],[protein_id=CAX32315.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2798],[protein_id=CAX32316.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2799],[protein_id=CAX32317.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1693],[protein_id=CAE21868.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2800],[protein_id=CAX32318.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1697],[protein_id=CAE21872.1],[gene=None],[protein=possible NADH-Ubiquinone/plastoquinone (comple]
[locus_tag=PMT_2801],[protein_id=CAX32319.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2802],[protein_id=CAX32320.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1698],[protein_id=CAE21873.1],[gene=None],[protein=possible WRKY DNA-binding domain]
[locus_tag=PMT_1699],[protein_id=CAE21874.1],[gene=None],[protein=Site-specific recombinase]
[locus_tag=PMT_2803],[protein_id=CAX32321.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2804],[protein_id=CAX32322.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2805],[protein_id=CAX32323.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2806],[protein_id=CAX32324.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2807],[protein_id=CAX32325.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2808],[protein_id=CAX32326.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2809],[protein_id=CAX32327.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2810],[protein_id=CAX32328.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1720],[protein_id=CAE21895.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_1722],[protein_id=CAE21897.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2811],[protein_id=CAX32329.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2813],[protein_id=CAX32331.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2814],[protein_id=CAX32332.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1774],[protein_id=CAE21949.1],[gene=None],[protein=possible Methanol dehydrogenase beta subunit]
[locus_tag=PMT_2815],[protein_id=CAX32333.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2816],[protein_id=CAX32334.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2817],[protein_id=CAX32335.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2818_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_2819],[protein_id=CAX32337.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1812],[protein_id=CAE21987.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_1813],[protein_id=CAE21988.1],[gene=None],[protein=conserved hypothetical]
[locus_tag=PMT_2820],[protein_id=CAX32338.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2821],[protein_id=CAX32339.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2822],[protein_id=CAX32340.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2823],[protein_id=CAX32341.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2824],[protein_id=CAX32342.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2825],[protein_id=CAX32343.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1825],[protein_id=CAE22000.1],[gene=None],[protein=None]
[locus_tag=PMT_2826],[protein_id=CAX32344.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2827],[protein_id=CAX32345.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1827],[protein_id=CAE22002.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2828],[protein_id=CAX32346.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2829],[protein_id=CAX32347.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2830],[protein_id=CAX32348.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2831],[protein_id=CAX32349.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2832],[protein_id=CAX32350.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1873],[protein_id=CAE22048.1],[gene=None],"[protein=possible transporter, MFS family]"
[locus_tag=PMT_2833],[protein_id=CAX32351.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1874],[protein_id=CAE22049.1],[gene=None],[protein=conserved hypothetical]
[locus_tag=PMT_2834],[protein_id=CAX32352.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1875],[protein_id=CAE22050.1],[gene=None],[protein=putative (AJ277631) YapH protein [Yersinia pestis]
[locus_tag=PMT_1876],[protein_id=CAE22051.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_1877],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_1878],[protein_id=CAE22053.1],[gene=None],[protein=Hemolysin-type calcium-binding protein]
[locus_tag=PMT_1886],[protein_id=CAE22061.1],[gene=folK],[protein=possible 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase]
[locus_tag=PMT_2835],[protein_id=CAX32354.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2836],[protein_id=CAX32355.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2837],[protein_id=CAX32356.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2838],[protein_id=CAX32357.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1902],[protein_id=CAE22077.1],[gene=None],[protein=possible short-chain dehydrogenase]
[locus_tag=PMT_1906],[protein_id=CAE22081.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_2839],[protein_id=CAX32358.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2840],[protein_id=CAX32359.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2841],[protein_id=CAX32360.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2842],[protein_id=CAX32361.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2843_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_1911],[protein_id=CAE22086.1],[gene=kpsF],[protein=putative polysialic acid capsule expression protein KpsF]
[locus_tag=PMT_1912],[protein_id=CAE22087.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_1913],[protein_id=CAE22088.1],[gene=None],[protein=conserved hypothetical]
[locus_tag=PMT_1914],[protein_id=CAE22089.1],[gene=kdsB],[protein=putative 3-deoxy-manno-octulosonate cytidylyltransferase]
[locus_tag=PMT_1915],[protein_id=CAE22090.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2844_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_1916],[protein_id=CAE22091.1],[gene=None],[protein=conserved hypothetical]
[locus_tag=PMT_2845_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_1918],[protein_id=CAE22093.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_1919],[protein_id=CAE22094.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_1920],[protein_id=CAE22095.1],[gene=None],"[protein=glycosyl transferase, group 1]"
[locus_tag=PMT_1921],[protein_id=CAE22096.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_1922],[protein_id=CAE22097.1],[gene=None],[protein=possible glycosyltransferase]
[locus_tag=PMT_1923],[protein_id=CAE22098.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_1924],[protein_id=CAE22099.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2846],[protein_id=CAX32365.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1925],[protein_id=CAE22100.1],[gene=kdsA],[protein=3-deoxy-D-manno-octulosonic acid 8-phosphate synthetase]
[locus_tag=PMT_2847],[protein_id=CAX32366.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1926],[protein_id=CAE22101.1],[gene=None],"[protein=Glycosyl transferase, group 1]"
[locus_tag=PMT_1927],[protein_id=CAE22102.1],[gene=None],"[protein=putative glycosyl transferase, group 1]"
[locus_tag=PMT_1928],[protein_id=CAE22103.1],[gene=None],"[protein=putative glycosyl transferase, group 1]"
[locus_tag=PMT_2848],[protein_id=CAX32367.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1933],[protein_id=CAE22107.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2849],[protein_id=CAX32368.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1936],[protein_id=CAE22110.1],[gene=None],[protein=possible DNA polymerase family B]
[locus_tag=PMT_2850],[protein_id=CAX32369.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_1940],[protein_id=CAE22114.1],[gene=None],[protein=possible Peptidase family C9]
[locus_tag=PMT_1941],[protein_id=CAE22115.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_1945],[protein_id=CAE22119.1],[gene=None],[protein=possible C1q domain]
[locus_tag=PMT_2851],[protein_id=CAX32370.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2853],[protein_id=CAX32371.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2854],[protein_id=CAX32372.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2855],[protein_id=CAX32373.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2856],[protein_id=CAX32374.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1974],[protein_id=CAE22148.1],[gene=None],"[protein=putative Na+/H+ antiporter, CPA1 family]"
[locus_tag=PMT_2857],[protein_id=CAX32375.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2858],[protein_id=CAX32376.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1981],[protein_id=CAE22155.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_1983],[protein_id=CAE22157.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2859],[protein_id=CAX32377.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_1984],[protein_id=CAE22158.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2861],[protein_id=CAX32379.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2862],[protein_id=CAX32380.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2863],[protein_id=CAX32381.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2022],[protein_id=CAE22196.1],[gene=None],[protein=possible Leishmanolysin]
[locus_tag=PMT_2025],[protein_id=CAE22199.1],[gene=None],[protein=possible Fungal Zn(2)-Cys(6) binuclear cluster]
[locus_tag=PMT_2864],[protein_id=CAX32382.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2865],[protein_id=CAX32383.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2866],[protein_id=CAX32384.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2867],[protein_id=CAX32385.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2031],[protein_id=CAE22205.1],[gene=None],[protein=UbiA prenyltransferase]
[locus_tag=PMT_2032],[protein_id=CAE22206.1],[gene=None],[protein=Haloacid dehalogenase/epoxide hydrolase family]
[locus_tag=PMT_2033],[protein_id=CAE22207.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2034],[protein_id=CAE22208.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2035],[protein_id=CAE22209.1],[gene=None],"[protein=FAD linked oxidase, N-terminal]"
[locus_tag=PMT_2036],[protein_id=CAE22210.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_2041],[protein_id=CAE22215.1],[gene=None],[protein=possible Dockerin type I repeat]
[locus_tag=PMT_2046],[protein_id=CAE22220.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2047],[protein_id=CAE22221.1],[gene=None],[protein=None]
[locus_tag=PMT_2868],[protein_id=CAX32386.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2050],[protein_id=CAE22224.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2869],[protein_id=CAX32387.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2051],[protein_id=CAE22225.1],[gene=None],[protein=putative secreted calcium-binding protein]
[locus_tag=PMT_2052],[protein_id=CAE22226.1],[gene=None],[protein=possible Calreticulin family]
[locus_tag=PMT_2053],[protein_id=CAE22227.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2054],[protein_id=CAE22228.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2870],[protein_id=CAX32388.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2871],[protein_id=CAX32389.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2071],[protein_id=CAE22245.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2872],[protein_id=CAX32390.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2072],[protein_id=None],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2873],[protein_id=CAX32392.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2874],[protein_id=CAX32393.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2875],[protein_id=CAX32394.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2076],[protein_id=CAE22250.1],[gene=None],[protein=possible Paralytic/GBP/PSP peptide]
[locus_tag=PMT_2876],[protein_id=CAX32395.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2877],[protein_id=CAX32396.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2878],[protein_id=CAX32397.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2879],[protein_id=CAX32398.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2880],[protein_id=CAX32399.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2881_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_2882],[protein_id=CAX32401.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2078],[protein_id=CAE22252.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2079],[protein_id=CAE22253.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2884],[protein_id=CAX32403.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2885],[protein_id=CAX32404.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2886],[protein_id=CAX32405.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2095],[protein_id=CAE22269.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_2096],[protein_id=CAE22270.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2097],[protein_id=CAE22271.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMT_2098],[protein_id=CAE22272.1],[gene=gspD],[protein=possible general (type II) secretion pathway protein D precursor]
[locus_tag=PMT_2888],[protein_id=CAX32406.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2107],[protein_id=CAE22281.1],[gene=None],[protein=Universal stress protein (Usp)]
[locus_tag=PMT_2889_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_2112],[protein_id=CAE22286.1],[gene=None],[protein=possible Alanine racemase]
[locus_tag=PMT_2114],[protein_id=CAE22288.1],[gene=None],[protein=possible FYVE zinc finger]
[locus_tag=PMT_2890],[protein_id=CAX32408.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2891],[protein_id=CAX32409.1],[gene=None],[protein=Conserved hypothetical protein]
[locus_tag=PMT_2115],[protein_id=CAE22289.1],[gene=None],[protein=possible Kelch motif]
[locus_tag=PMT_2116],[protein_id=CAE22290.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2892_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_2893],[protein_id=CAX32411.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2894],[protein_id=CAX32412.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2895_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_2117],[protein_id=CAE22291.1],[gene=None],[protein=possible D12 class N6 adenine-specific DNA met]
[locus_tag=PMT_2118],[protein_id=CAE22292.1],[gene=None],[protein=possible tRNA synthetases class I (C)]
[locus_tag=PMT_2119],[protein_id=CAE22293.1],[gene=None],[protein=possible Vesiculovirus phosphoprotein]
[locus_tag=PMT_2120],[protein_id=CAE22294.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2121],[protein_id=CAE22295.1],[gene=None],[protein=possible Aldo/keto reductase family]
[locus_tag=PMT_2122],[protein_id=CAE22296.1],[gene=None],[protein=possible REJ domain]
[locus_tag=PMT_2123],[protein_id=CAE22297.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2124],[protein_id=CAE22298.1],[gene=None],[protein=possible [2Fe-2S]
[locus_tag=PMT_2896_pseudo],[protein_id=None],[gene=None],[protein=None]
[locus_tag=PMT_2125],[protein_id=CAE22299.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2897],[protein_id=CAX32415.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2898],[protein_id=CAX32416.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2899],[protein_id=CAX32417.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2900],[protein_id=CAX32418.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2126],[protein_id=CAE22300.1],[gene=None],[protein=Phage integrase]
[locus_tag=PMT_2127],[protein_id=CAE22301.1],[gene=None],[protein=possible Pancreatic hormone peptide]
[locus_tag=PMT_2901],[protein_id=CAX32419.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2128],[protein_id=CAE22302.1],[gene=None],[protein=possible (AF314193) Toutatis [Drosophila melanogaster]
[locus_tag=PMT_2129],[protein_id=CAE22303.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2130],[protein_id=CAE22304.1],[gene=None],[protein=possible (M20568) ORF 11 [Azotobacter vinelandii]
[locus_tag=PMT_2131],[protein_id=CAE22305.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2132],[protein_id=CAE22306.1],[gene=None],[protein=possible Protein of unknown function DUF61]
[locus_tag=PMT_2133],[protein_id=CAE22307.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2902],[protein_id=CAX32420.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2134],[protein_id=CAE22308.1],[gene=None],[protein=possible Formyl transferase]
[locus_tag=PMT_2903],[protein_id=CAX32421.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2137],[protein_id=CAE22311.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2904],[protein_id=CAX32422.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2138],[protein_id=CAE22312.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2905],[protein_id=CAX32423.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2141],[protein_id=CAE22315.1],[gene=None],[protein=Hypothetical protein with cyclic nucleotide-binding domain]
[locus_tag=PMT_2142],[protein_id=CAE22316.1],[gene=None],[protein=hypothetical]
[locus_tag=PMT_2144],[protein_id=CAE22318.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2146],[protein_id=CAE22320.1],[gene=None],[protein=putative adenylate cyclase]
[locus_tag=PMT_2147],[protein_id=CAE22321.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMT_2906],[protein_id=CAX32424.1],[gene=None],[protein=Hypothetical protein]
[locus_tag=PMT_2149],[protein_id=CAE22323.1],[gene=None],[protein=possible mechanosensitive ion channel]
[locus_tag=PMT_2151],[protein_id=CAE22325.1],[gene=crp1],"[protein=Bacterial regulatory proteins, GntR family]"
