[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=1.18003E-157]
[locus_tag=PMT_1907],[protein_id=CAE22082.1],[gene=galE],[protein=UDP-glucose-4-epimerase],[locus_tag=PMM1209],[protein_id=CAE19668.1],[gene=galE],[protein=UDP-glucose-4-epimerase],[evalue=1.53818E-109],[locus_tag=PMM1210],[protein_id=CAE19669.1],[gene=None],[protein=Putative nucleotide sugar epimerase],[evalue=5.24966E-19],[locus_tag=PMM1201],[protein_id=CAE19660.1],[gene=None],[protein=None],[evalue=3.54266E-15]
[locus_tag=PMT_1909],[protein_id=CAE22084.1],[gene=selD],"[protein=Selenide,water dikinase]",[locus_tag=PMM0302],[protein_id=CAE18761.1],[gene=selD],"[protein=Selenide,water dikinase]",[evalue=2.99518E-177]
[locus_tag=PMT_1910],[protein_id=CAE22085.1],[gene=None],[protein=None],[locus_tag=PMM0303],[protein_id=CAE18762.1],[gene=None],[protein=None],[evalue=1.96877E-88]
[locus_tag=PMT_1917],[protein_id=CAE22092.1],[gene=uvrD],[protein=UvrD/REP helicase],[locus_tag=PMM0304],[protein_id=CAE18763.1],[gene=uvrD],[protein=UvrD/REP helicase],[evalue=0.00000E+00]
[locus_tag=PMT_1926],[protein_id=CAE22101.1],[gene=None],"[protein=Glycosyl transferase, group 1]",[locus_tag=PMM0397],[protein_id=CAE18856.1],[gene=None],"[protein=possible Glycosyl transferase, group 1]",[evalue=1.94866E-16]
[locus_tag=PMT_1929],[protein_id=CAE22104.1],[gene=None],[protein=ATP-binding ABC transporter family],[locus_tag=PMM1239],[protein_id=CAE19698.1],[gene=hetA],[protein=ABC transporter],[evalue=6.68264E-65],[locus_tag=PMM1099],[protein_id=CAE19558.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[evalue=3.94214E-47],[locus_tag=PMM0561],[protein_id=CAE19020.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=1.52690E-37]
[locus_tag=PMT_1932],[protein_id=CAE22106.1],[gene=None],[protein=possible heme oxygenase],[locus_tag=PMM1594],[protein_id=CAE20053.1],[gene=ho1],[protein=Heme oxygenase],[evalue=6.92423E-14]
[locus_tag=PMT_1934],[protein_id=CAE22108.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[locus_tag=PMM1200],[protein_id=CAE19659.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[evalue=2.43868E-23],[locus_tag=PMM1522],[protein_id=CAE19981.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[evalue=1.47117E-20]
[locus_tag=PMT_1935],[protein_id=CAE22109.1],[gene=icd],[protein=Isocitrate dehydrogenase],[locus_tag=PMM1596],[protein_id=CAE20055.1],[gene=icd],[protein=Isocitrate dehydrogenase],[evalue=0.00000E+00],[locus_tag=PMM0786],[protein_id=CAE19245.1],[gene=leuB],[protein=3-isopropylmalate dehydrogenase],[evalue=2.99156E-14]
[locus_tag=PMT_1938],[protein_id=CAE22112.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1597],[protein_id=CAE20056.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.05061E-125]
[locus_tag=PMT_1942],[protein_id=CAE22116.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1598],[protein_id=CAE20057.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.06779E-72]
[locus_tag=PMT_1943],[protein_id=CAE22117.1],[gene=None],[protein=possible alpha/beta hydrolase superfamily],[locus_tag=PMM1599],[protein_id=CAE20058.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.39367E-97],[locus_tag=PMM1628],[protein_id=CAE20087.1],[gene=None],[protein=possible alpha/beta hydrolase superfamily],[evalue=5.86117E-51],[locus_tag=PMM1153],[protein_id=CAE19612.1],[gene=None],[protein=predicted alpha/beta hydrolase superfamily protein],[evalue=1.27231E-32]
[locus_tag=PMT_1944],[protein_id=CAE22118.1],[gene=None],[protein=None],[locus_tag=PMM1600],[protein_id=CAE20059.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_1946],[protein_id=CAE22120.1],[gene=None],[protein=Phosphorylase],[locus_tag=PMM1601],[protein_id=CAE20060.1],[gene=None],[protein=phosphorylase],[evalue=0.00000E+00]
[locus_tag=PMT_1948],[protein_id=CAE22122.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1602],[protein_id=CAE20061.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.64936E-51]
[locus_tag=PMT_1949],[protein_id=CAE22123.1],[gene=rnc],[protein=putative ribonuclease III],[locus_tag=PMM1603],[protein_id=CAE20062.1],[gene=rnc],[protein=putative ribonuclease III],[evalue=2.11571E-76]
[locus_tag=PMT_1950],[protein_id=CAE22124.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1604],[protein_id=CAE20063.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.03721E-21]
[locus_tag=PMT_1951],[protein_id=CAE22125.1],[gene=rimM],[protein=possible 16S rRNA processing protein RimM],[locus_tag=PMM1605],[protein_id=CAE20064.1],[gene=rimM],[protein=possible 16S rRNA processing protein RimM],[evalue=1.34340E-49]
[locus_tag=PMT_1952],[protein_id=CAE22126.1],[gene=manC],[protein=GDP-mannose pyrophosphorylase],[locus_tag=PMM1196],[protein_id=CAE19655.1],[gene=manC],[protein=GDP-mannose pyrophosphorylase],[evalue=0.00000E+00]
[locus_tag=PMT_1953],[protein_id=CAE22127.1],[gene=glmS],[protein=None],[locus_tag=PMM1606],[protein_id=CAE20065.1],[gene=glmS],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM0004],[protein_id=CAE18463.1],[gene=purF],[protein=None],[evalue=4.06257E-15]
[locus_tag=PMT_1954],[protein_id=CAE22128.1],[gene=psaC],[protein=Photosystem I subunit PsaC],[locus_tag=PMM1607],[protein_id=CAE20066.1],[gene=psaC],[protein=Photosystem I subunit PsaC],[evalue=1.09125E-54]
[locus_tag=PMT_1955],[protein_id=CAE22129.1],[gene=None],[protein=None],[locus_tag=PMM1608],[protein_id=CAE20067.1],[gene=None],[protein=None],[evalue=8.11800E-43]
[locus_tag=PMT_1956],[protein_id=CAE22130.1],[gene=fabF],[protein=None],[locus_tag=PMM1609],[protein_id=CAE20068.1],[gene=fabF],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_1957],[protein_id=CAE22131.1],[gene=None],[protein=Transketolase],[locus_tag=PMM1610],[protein_id=CAE20069.1],[gene=None],[protein=Transketolase],[evalue=0.00000E+00],[locus_tag=PMM1235],[protein_id=CAE19694.1],[gene=None],[protein=possible N-terminal fragment of transketolase],[evalue=1.36818E-25]
[locus_tag=PMT_1958],[protein_id=CAE22132.1],[gene=rfbB],[protein=NAD dependent epimerase/dehydratase family],[locus_tag=PMM1260],[protein_id=CAE19719.1],[gene=None],[protein=Nucleoside-diphosphate-sugar epimerase],[evalue=9.44053E-137],[locus_tag=PMM1210],[protein_id=CAE19669.1],[gene=None],[protein=Putative nucleotide sugar epimerase],[evalue=5.43867E-26],[locus_tag=PMM1201],[protein_id=CAE19660.1],[gene=None],[protein=None],[evalue=1.08540E-18]
[locus_tag=PMT_1959],[protein_id=CAE22133.1],[gene=None],[protein=putative glycosyl transferase],[locus_tag=PMM1199],[protein_id=CAE19658.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.19946E-73],[locus_tag=PMM1522],[protein_id=CAE19981.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[evalue=2.50762E-14]
[locus_tag=PMT_1960],[protein_id=CAE22134.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0108],[protein_id=CAE18567.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.15044E-19]
[locus_tag=PMT_1961],[protein_id=CAE22135.1],[gene=None],[protein=putative glutathione S-transferase],[locus_tag=PMM0110],[protein_id=CAE18569.1],[gene=None],[protein=putative glutathione S-transferase],[evalue=2.84213E-75]
[locus_tag=PMT_1962],[protein_id=CAE22136.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0111],[protein_id=CAE18570.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.31738E-15]
[locus_tag=PMT_1963],[protein_id=CAE22137.1],[gene=rbfA],[protein=Ribosome-binding factor A],[locus_tag=PMM0112],[protein_id=CAE18571.1],[gene=rbfA],[protein=Ribosome-binding factor A],[evalue=5.31203E-28]
[locus_tag=PMT_1966],[protein_id=CAE22140.1],[gene=hemD],[protein=putative uroporphyrinogen III synthase],[locus_tag=PMM0113],[protein_id=CAE18572.1],[gene=hemD],[protein=putative uroporphyrinogen III synthase],[evalue=1.93469E-97]
[locus_tag=PMT_1967],[protein_id=CAE22141.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0114],[protein_id=CAE18573.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.02098E-61]
[locus_tag=PMT_1968],[protein_id=CAE22142.1],[gene=crtQ],[protein=zeta-carotene desaturase],[locus_tag=PMM0115],[protein_id=CAE18574.1],[gene=crtQ],[protein=zeta-carotene desaturase],[evalue=0.00000E+00],[locus_tag=PMM0144],[protein_id=CAE18603.1],[gene=None],[protein=phytoene desaturase],[evalue=1.21778E-78]
[locus_tag=PMT_1969],[protein_id=CAE22143.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0116],[protein_id=CAE18575.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.19450E-58]
[locus_tag=PMT_1970],[protein_id=CAE22144.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0117],[protein_id=CAE18576.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.49655E-42]
[locus_tag=PMT_1971],[protein_id=CAE22145.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0118],[protein_id=CAE18577.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.73700E-118],[locus_tag=PMM1586],[protein_id=CAE20045.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.37720E-34]
[locus_tag=PMT_1973],[protein_id=CAE22147.1],[gene=None],[protein=putative cell division inhibitor],[locus_tag=PMM0120],[protein_id=CAE18579.1],[gene=None],[protein=putative cell division inhibitor],[evalue=3.41859E-119]
[locus_tag=PMT_1975],[protein_id=CAE22149.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0121],[protein_id=CAE18580.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.57767E-27]
[locus_tag=PMT_1977],[protein_id=CAE22151.1],[gene=None],[protein=possible heat shock protein DnaJ],[locus_tag=PMM0122],[protein_id=CAE18581.1],[gene=None],[protein=possible heat shock protein DnaJ],[evalue=2.20627E-70]
[locus_tag=PMT_1978],[protein_id=CAE22152.1],[gene=cysK2],[protein=None],[locus_tag=PMM0123],[protein_id=CAE18582.1],[gene=cysK2],[protein=None],[evalue=2.96159E-150],[locus_tag=PMM0407],[protein_id=CAE18866.1],[gene=cysK1],[protein=None],[evalue=4.50980E-92]
[locus_tag=PMT_1979],[protein_id=CAE22153.1],[gene=som],[protein=possible porin],[locus_tag=PMM0709],[protein_id=CAE19168.1],[gene=som],[protein=possible porin],[evalue=2.15693E-35],[locus_tag=PMM1121],[protein_id=CAE19580.1],[gene=som],[protein=possible porin],[evalue=1.19500E-11]
[locus_tag=PMT_1986],[protein_id=CAE22160.1],[gene=None],[protein=conserved hypothetical protein in cyanobacteria],[locus_tag=PMM0124],[protein_id=CAE18583.1],[gene=None],[protein=conserved hypothetical protein in cyanobacteria],[evalue=1.74378E-28]
[locus_tag=PMT_1987],[protein_id=CAE22161.1],[gene=None],"[protein=possible ABC transporter, ATP-binding component]",[locus_tag=PMM0125],[protein_id=CAE18584.1],[gene=None],"[protein=possible ABC transporter, ATP-binding component]",[evalue=5.38423E-78],[locus_tag=PMM0666],[protein_id=CAE19125.1],[gene=None],"[protein=possible ABC transporter, ATP-binding component]",[evalue=4.25931E-26],[locus_tag=PMM0434],[protein_id=CAE18893.1],[gene=None],"[protein=possible ABC transporter, ATP binding protein]",[evalue=3.84974E-19]
[locus_tag=PMT_1988],[protein_id=CAE22162.1],[gene=rpaA],[protein=two-component response regulator],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=2.31942E-153],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=6.13400E-54],[locus_tag=PMM0705],[protein_id=CAE19164.1],[gene=phoB],"[protein=two-component response regulator, phosphate]",[evalue=1.25728E-50]
[locus_tag=PMT_1989],[protein_id=CAE22163.1],[gene=holB],"[protein=DNA polymerase III, delta prime subunit]",[locus_tag=PMM0129],[protein_id=CAE18588.1],[gene=holB],"[protein=DNA polymerase III, delta prime subunit]",[evalue=2.18963E-65],[locus_tag=PMM1658],[protein_id=CAE20117.1],[gene=dnaX],"[protein=DNA polymerase, gamma and tau subunits]",[evalue=9.19341E-19]
[locus_tag=PMT_1990],[protein_id=CAE22164.1],[gene=None],[protein=Thymidylate kinase],[locus_tag=PMM0130],[protein_id=CAE18589.1],[gene=None],[protein=Thymidylate kinase],[evalue=3.35269E-78]
[locus_tag=PMT_1991],[protein_id=CAE22165.1],[gene=None],[protein=putative P-type ATPase transporter for copper],[locus_tag=PMM0131],[protein_id=CAE18590.1],[gene=None],[protein=putative P-type ATPase transporter for copper],[evalue=0.00000E+00]
[locus_tag=PMT_1992],[protein_id=CAE22166.1],[gene=None],[protein=cyanobacterial conserved hypothetical],[locus_tag=PMM0132],[protein_id=CAE18591.1],[gene=None],[protein=cyanobacterial conserved hypothetical],[evalue=1.26413E-91]
[locus_tag=PMT_1993],[protein_id=CAE22167.1],[gene=radA],[protein=putative DNA repair protein RadA],[locus_tag=PMM0133],[protein_id=CAE18592.1],[gene=radA],[protein=putative DNA repair protein RadA],[evalue=8.31454E-171]
[locus_tag=PMT_1994],[protein_id=CAE22168.1],[gene=rpaB],[protein=two-component response regulator],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=9.40108E-156],[locus_tag=PMM1619],[protein_id=CAE20078.1],[gene=None],[protein=two-component response regulator],[evalue=4.20489E-92],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=3.49443E-53]
[locus_tag=PMT_1995],[protein_id=CAE22169.1],[gene=plsX],[protein=fatty acid/phospholipid synthesis protein PlsX],[locus_tag=PMM0135],[protein_id=CAE18594.1],[gene=plsX],[protein=fatty acid/phospholipid synthesis protein PlsX],[evalue=0.00000E+00]
[locus_tag=PMT_1996],[protein_id=CAE22170.1],[gene=fabH],[protein=None],[locus_tag=PMM0136],[protein_id=CAE18595.1],[gene=fabH],[protein=None],[evalue=2.74756E-150]
[locus_tag=PMT_1997],[protein_id=CAE22171.1],[gene=fabD],[protein=Malonyl coenzyme A-acyl carrier protein transacylase],[locus_tag=PMM0137],[protein_id=CAE18596.1],[gene=fabD],[protein=Malonyl coenzyme A-acyl carrier protein transacylase],[evalue=2.32147E-100]
[locus_tag=PMT_1998],[protein_id=CAE22172.1],[gene=plsC],[protein=putative 1-acyl-sn-glycerol-3-phosphate acyltransferase],[locus_tag=PMM0138],[protein_id=CAE18597.1],[gene=plsC],[protein=putative 1-acyl-sn-glycerol-3-phosphate acyltransferase],[evalue=1.81914E-76]
[locus_tag=PMT_1999],[protein_id=CAE22173.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0139],[protein_id=CAE18598.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.21972E-38]
[locus_tag=PMT_2000],[protein_id=CAE22174.1],[gene=ycf34],[protein=putative Ycf34],[locus_tag=PMM0140],[protein_id=CAE18599.1],[gene=ycf34],[protein=putative Ycf34],[evalue=1.56175E-27]
[locus_tag=PMT_2001],[protein_id=CAE22175.1],[gene=None],[protein=Poly A polymerase family],[locus_tag=PMM0141],[protein_id=CAE18600.1],[gene=None],[protein=Poly A polymerase family],[evalue=1.71743E-83]
[locus_tag=PMT_2002],[protein_id=CAE22176.1],[gene=None],[protein=None],[locus_tag=PMM0142],[protein_id=CAE18601.1],[gene=None],[protein=None],[evalue=1.69786E-55]
[locus_tag=PMT_2003],[protein_id=CAE22177.1],[gene=None],[protein=Squalene and phytoene synthases],[locus_tag=PMM0143],[protein_id=CAE18602.1],[gene=None],[protein=Squalene and phytoene synthases],[evalue=1.66446E-161]
[locus_tag=PMT_2004],[protein_id=CAE22178.1],[gene=None],[protein=phytoene desaturase],[locus_tag=PMM0144],[protein_id=CAE18603.1],[gene=None],[protein=phytoene desaturase],[evalue=0.00000E+00],[locus_tag=PMM0115],[protein_id=CAE18574.1],[gene=crtQ],[protein=zeta-carotene desaturase],[evalue=6.05049E-88]
[locus_tag=PMT_2005],[protein_id=CAE22179.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0145],[protein_id=CAE18604.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.29689E-56]
[locus_tag=PMT_2006],[protein_id=CAE22180.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0146],[protein_id=CAE18605.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.08277E-96]
[locus_tag=PMT_2007],[protein_id=CAE22181.1],[gene=rbcR],[protein=putative Rubisco transcriptional regulator],[locus_tag=PMM0147],[protein_id=CAE18606.1],[gene=rbcR],[protein=putative Rubisco transcriptional regulator],[evalue=0.00000E+00]
[locus_tag=PMT_2008],[protein_id=CAE22182.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0148],[protein_id=CAE18607.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.06431E-100]
[locus_tag=PMT_2009],[protein_id=CAE22183.1],[gene=ndhF],[protein=None],[locus_tag=PMM0149],[protein_id=CAE18608.1],[gene=ndhF],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM0435],[protein_id=CAE18894.1],[gene=ndhB],[protein=None],[evalue=2.76545E-16],[locus_tag=PMM0594],[protein_id=CAE19053.1],[gene=ndhD],[protein=None],[evalue=7.10498E-14]
[locus_tag=PMT_2010],[protein_id=CAE22184.1],[gene=ndhD],[protein=None],[locus_tag=PMM0150],[protein_id=CAE18609.1],[gene=ndhD],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM0594],[protein_id=CAE19053.1],[gene=ndhD],[protein=None],[evalue=2.43545E-155],[locus_tag=PMM0435],[protein_id=CAE18894.1],[gene=ndhB],[protein=None],[evalue=2.62134E-15]
[locus_tag=PMT_2011],[protein_id=CAE22185.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0151],[protein_id=CAE18610.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.83243E-85]
[locus_tag=PMT_2012],[protein_id=CAE22186.1],[gene=None],[protein=Putative sugar-phosphate nucleotidyl transferase],[locus_tag=PMM0152],[protein_id=CAE18611.1],[gene=None],[protein=Putative sugar-phosphate nucleotidyl transferase],[evalue=0.00000E+00],[locus_tag=PMM1216],[protein_id=CAE19675.1],[gene=None],[protein=Putative sugar-phosphate nucleotidyl transferase],[evalue=1.34992E-21],[locus_tag=PMM1204],[protein_id=CAE19663.1],[gene=None],[protein=glucose-1-phosphate cytidylyltransferase],[evalue=1.60776E-17]
[locus_tag=PMT_2013],[protein_id=CAE22187.1],[gene=None],[protein=conserved hyopthetical protein],[locus_tag=PMM0153],[protein_id=CAE18612.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.23282E-132]
[locus_tag=PMT_2014],[protein_id=CAE22188.1],[gene=None],"[protein=Bacterial regulatory protein, LuxR family]",[locus_tag=PMM0154],[protein_id=CAE18613.1],[gene=None],"[protein=Bacterial regulatory protein, LuxR family]",[evalue=3.92519E-50],[locus_tag=PMM0169],[protein_id=CAE18628.1],[gene=None],[protein=two-component response regulator],[evalue=1.24973E-12]
[locus_tag=PMT_2015],[protein_id=CAE22189.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0155],[protein_id=CAE18614.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.66933E-27]
[locus_tag=PMT_2016],[protein_id=CAE22190.1],[gene=None],[protein=None],[locus_tag=PMM0156],[protein_id=CAE18615.1],[gene=None],[protein=None],[evalue=1.26815E-87],[locus_tag=PMM1269],[protein_id=CAE19728.1],[gene=None],[protein=predicted sugar kinase],[evalue=7.93760E-29]
[locus_tag=PMT_2017],[protein_id=CAE22191.1],[gene=ndhE],[protein=putative NADH Dehydrogenase subunit],[locus_tag=PMM0157],[protein_id=CAE18616.1],[gene=ndhE],[protein=putative NADH Dehydrogenase subunit],[evalue=9.61802E-56]
[locus_tag=PMT_2018],[protein_id=CAE22192.1],[gene=ndhG],[protein=None],[locus_tag=PMM0158],[protein_id=CAE18617.1],[gene=ndhG],[protein=None],[evalue=4.04102E-91]
[locus_tag=PMT_2019],[protein_id=CAE22193.1],[gene=ndhI],[protein=putative NADH Dehydrogenase subunit],[locus_tag=PMM0159],[protein_id=CAE18618.1],[gene=ndhI],[protein=putative NADH Dehydrogenase subunit],[evalue=4.02356E-120]
[locus_tag=PMT_2020],[protein_id=CAE22194.1],[gene=ndhA],[protein=putative respiratory-chain NADH dehydrogenase subunit],[locus_tag=PMM0160],[protein_id=CAE18619.1],[gene=ndhA],[protein=putative respiratory-chain NADH dehydrogenase subunit],[evalue=0.00000E+00]
[locus_tag=PMT_2021],[protein_id=CAE22195.1],[gene=gltA],[protein=Citrate synthase],[locus_tag=PMM0161],[protein_id=CAE18620.1],[gene=gltA],[protein=Citrate synthase],[evalue=0.00000E+00]
[locus_tag=PMT_2027],[protein_id=CAE22201.1],[gene=trpB],"[protein=Tryptophan synthase, beta chain]",[locus_tag=PMM0164],[protein_id=CAE18623.1],[gene=trpB],"[protein=Tryptophan synthase, beta chain]",[evalue=0.00000E+00]
[locus_tag=PMT_2028],[protein_id=CAE22202.1],[gene=None],[protein=Translation initiation factor SUI1],[locus_tag=PMM0165],[protein_id=CAE18624.1],[gene=None],[protein=Translation initiation factor SUI1],[evalue=5.83889E-11]
[locus_tag=PMT_2029],[protein_id=CAE22203.1],[gene=cysC],[protein=Adenylylsulfate kinase],[locus_tag=PMM0166],[protein_id=CAE18625.1],[gene=cysC],[protein=Adenylylsulfate kinase],[evalue=8.06373E-97]
[locus_tag=PMT_2038],[protein_id=CAE22212.1],[gene=purE],[protein=Phosphoribosylaminoimidazole carboxylase],[locus_tag=PMM0167],[protein_id=CAE18626.1],[gene=purE],[protein=Phosphoribosylaminoimidazole carboxylase],[evalue=5.37052E-72]
[locus_tag=PMT_2040],[protein_id=CAE22214.1],[gene=None],[protein=None],[locus_tag=PMM0168],[protein_id=CAE18627.1],[gene=chlM],[protein=Mg-protoporphyrin IX methyltransferase],[evalue=3.45576E-113]
[locus_tag=PMT_2042],[protein_id=CAE22216.1],[gene=None],[protein=Pseudouridine synthase],[locus_tag=PMM0193],[protein_id=CAE18652.1],[gene=rluD],[protein=putative pseudouridylate synthase specific to ribosomal large subunit],[evalue=1.26397E-20]
[locus_tag=PMT_2043],[protein_id=CAE22217.1],[gene=None],[protein=two-component response regulator],[locus_tag=PMM0169],[protein_id=CAE18628.1],[gene=None],[protein=two-component response regulator],[evalue=4.45491E-130],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=5.45766E-30],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=4.52510E-29]
[locus_tag=PMT_2045],[protein_id=CAE22219.1],[gene=None],[protein=NifS-like aminotransferase class-V],[locus_tag=PMM0170],[protein_id=CAE18629.1],[gene=None],[protein=NifS-like aminotransferase class-V],[evalue=8.39625E-143],[locus_tag=PMM0887],[protein_id=CAE19346.1],[gene=nifS],[protein=None],[evalue=6.96409E-38],[locus_tag=PMM0070],[protein_id=CAE18529.1],[gene=None],[protein=putative cysteine desulfurase or selenocysteine lyase],[evalue=6.20514E-26]
[locus_tag=PMT_2048],[protein_id=CAE22222.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0171],[protein_id=CAE18630.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.07788E-114]
[locus_tag=PMT_2049],[protein_id=CAE22223.1],[gene=ndhH],[protein=putative NADH Dehydrogenase subunit],[locus_tag=PMM0172],[protein_id=CAE18631.1],[gene=ndhH],[protein=putative NADH dehydrogenase subunit],[evalue=0.00000E+00]
[locus_tag=PMT_2055],[protein_id=CAE22229.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0173],[protein_id=CAE18632.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.65136E-46]
[locus_tag=PMT_2057],[protein_id=CAE22231.1],[gene=menE],[protein=None],[locus_tag=PMM0174],[protein_id=CAE18633.1],[gene=menE],[protein=None],[evalue=1.70790E-85]
[locus_tag=PMT_2058],[protein_id=CAE22232.1],[gene=menC],[protein=putative O-succinylbenzoate synthase],[locus_tag=PMM0175],[protein_id=CAE18634.1],[gene=menC],[protein=putative O-succinylbenzoate synthase],[evalue=6.46917E-64]
[locus_tag=PMT_2059],[protein_id=CAE22233.1],[gene=menA],[protein=None],[locus_tag=PMM0176],[protein_id=CAE18635.1],[gene=menA],[protein=None],[evalue=2.64109E-98]
[locus_tag=PMT_2060],[protein_id=CAE22234.1],[gene=menF],[protein=Isochorismate synthase],[locus_tag=PMM0177],[protein_id=CAE18636.1],[gene=menF],[protein=Isochorismate synthase],[evalue=8.77958E-99],[locus_tag=PMM1692],[protein_id=CAE20151.1],[gene=None],[protein=possible p-aminobenzoate synthetase],[evalue=5.39205E-11]
[locus_tag=PMT_2061],[protein_id=CAE22235.1],[gene=gshB],[protein=putative Glutathione synthetase],[locus_tag=PMM0178],[protein_id=CAE18637.1],[gene=gshB],[protein=putative Glutathione synthetase],[evalue=7.56927E-146]
[locus_tag=PMT_2062],[protein_id=CAE22236.1],[gene=None],[protein=Glutaredoxin],[locus_tag=PMM0179],[protein_id=CAE18638.1],[gene=None],[protein=Glutaredoxin],[evalue=1.89152E-40]
[locus_tag=PMT_2063],[protein_id=CAE22237.1],[gene=prfB],[protein=peptide-chain-release factor RF-2],[locus_tag=PMM0180],[protein_id=CAE18639.1],[gene=prfB],[protein=peptide chain release factor RF-2],[evalue=0.00000E+00],[locus_tag=PMM1529],[protein_id=CAE19988.1],[gene=None],[protein=peptide chain release factor RF-1],[evalue=9.63905E-49]
[locus_tag=PMT_2064],[protein_id=CAE22238.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0181],[protein_id=CAE18640.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.56718E-12]
[locus_tag=PMT_2065],[protein_id=CAE22239.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0182],[protein_id=CAE18641.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.96269E-36]
[locus_tag=PMT_2066],[protein_id=CAE22240.1],[gene=dgkA],[protein=Prokaryotic diacylglycerol kinase],[locus_tag=PMM0183],[protein_id=CAE18642.1],[gene=dgkA],[protein=Prokaryotic diacylglycerol kinase],[evalue=4.13216E-33]
[locus_tag=PMT_2067],[protein_id=CAE22241.1],[gene=pabA],[protein=para-aminobenzoate synthase component II],[locus_tag=PMM0184],[protein_id=CAE18643.1],[gene=pabA],[protein=para-aminobenzoate synthase component II],[evalue=3.42147E-97]
